image_id,candidate_index,CLIP_cosine,CLIP_forward_two_way,CLIP_top1,CLIP_top5,AlexNet5_forward_two_way,Inception_forward_two_way,PixCorr,SSIM
204,7,0.5465343568833302,0.48697394789579157,0.0,0.0,0.8236472945891784,1.0,-0.32251358280881376,0.12762980333652113
318,0,0.53625594759712,0.8517034068136272,0.0,0.0,0.7394789579158316,0.593186372745491,-0.05759578650847078,0.40901802885150107
318,1,0.6082622534997757,0.8396793587174348,0.0,0.0,0.6893787575150301,0.8176352705410822,0.23540662449003083,0.4569983923480187
318,2,0.5047347211707173,0.5490981963927856,0.0,0.0,0.531062124248497,0.6673346693386774,-0.18277384272406727,0.42551737387809446
318,3,0.5185006697684487,0.41282565130260523,0.0,0.0,0.7575150300601202,0.4649298597194389,0.2192381644365586,0.400236294974729
318,4,0.6566923431548151,0.9478957915831663,0.0,0.0,0.6893787575150301,0.8276553106212425,0.21327355752759583,0.39536001915870256
318,5,0.5430823733777999,0.6593186372745491,0.0,0.0,0.6392785571142284,0.5370741482965932,-0.10449436613539743,0.43117546110255933
318,6,0.601729248247918,0.9759519038076152,0.0,0.0,0.6793587174348698,0.6833667334669339,-0.03713237052982529,0.4191819506209723
318,7,0.5540896176918328,0.6292585170340681,0.0,0.0,0.7535070140280561,0.5851703406813628,0.0958744186681969,0.39606388971483014
356,0,0.5454485042536258,0.9559118236472945,0.0,0.0,0.5350701402805611,0.5450901803607214,0.20143674496036043,0.2613966381665183
356,1,0.6582265129101799,0.9178356713426854,0.0,0.0,0.7254509018036072,0.6993987975951904,0.03472061512988134,0.27897637545499454
356,2,0.5859035774675525,0.685370741482966,0.0,0.0,0.9158316633266533,0.32665330661322645,0.2281261038041626,0.23212053783625186
356,3,0.5558415390830689,0.6953907815631263,0.0,0.0,0.42084168336673344,0.781563126252505,0.05519056408007931,0.2868260805770555
356,4,0.6046469785578871,0.7715430861723447,0.0,0.0,0.9959919839679359,0.5150300601202404,0.23683153989107114,0.24683556159807524
356,5,0.5548782900540715,0.8837675350701403,0.0,0.0,0.8957915831663327,0.3627254509018036,-0.20600185802593124,0.3313688861127528
356,6,0.539356374123322,0.751503006012024,0.0,0.0,0.6653306613226453,0.3807615230460922,0.1984418367954844,0.35801285401829563
356,7,0.6043120740666996,0.7835671342685371,0.0,0.0,0.781563126252505,0.49298597194388777,0.38134911793998266,0.3234658635185492
425,0,0.6123761544705925,0.9659318637274549,0.0,0.0,0.9859719438877755,0.7975951903807615,0.09237071747940451,0.19530149298059887
425,1,0.6780283720150369,0.9759519038076152,0.0,0.0,0.7735470941883767,0.5551102204408818,0.11163911237051544,0.1990539256817724
425,2,0.7055977171491182,0.9879759519038076,0.0,0.0,0.8657314629258517,0.9018036072144289,0.1647363203574105,0.20066478195659398
425,3,0.6350427127125335,0.9619238476953907,0.0,0.0,0.8476953907815631,0.6052104208416834,-0.0612879879506208,0.17086152903330554
425,4,0.6593089244306058,0.9679358717434869,0.0,0.0,0.8857715430861723,0.6132264529058116,-0.06453285957976532,0.19701599083420948
425,5,0.6395057969239286,0.9919839679358717,0.0,1.0,0.9859719438877755,0.4729458917835671,0.06773738972759195,0.21538846051061017
425,6,0.6791401403905506,0.9959919839679359,0.0,1.0,0.8857715430861723,1.0,-0.0723054260857131,0.19232131967832994
425,7,0.6872393268461084,0.9939879759519038,0.0,1.0,0.9979959919839679,0.9338677354709419,0.1319663184952817,0.20468409707158783
458,0,0.569990039099848,0.9318637274549099,0.0,0.0,0.9378757515030061,0.7995991983967936,-0.005380172258421153,0.2523303782239456
458,1,0.653205047765713,0.9398797595190381,0.0,0.0,0.9539078156312625,0.5831663326653307,-0.09025005375878149,0.2064943542865716
458,2,0.6235473677696547,0.9539078156312625,0.0,0.0,0.8517034068136272,0.8256513026052105,-0.12350292337692033,0.24680486990332712
458,3,0.6677566744164347,0.9338677354709419,0.0,0.0,0.9298597194388778,0.5791583166332666,0.10669954630933197,0.17184101025628679
458,4,0.6148521055736882,0.9519038076152304,0.0,0.0,0.8997995991983968,0.8356713426853707,0.02620773171950908,0.24803536200123455
458,5,0.6943571346446074,0.9879759519038076,0.0,0.0,0.9959919839679359,0.9939879759519038,0.014294849355196928,0.20090155138098265
458,6,0.6678398411988655,0.9859719438877755,0.0,0.0,0.9659318637274549,0.9839679358717435,-0.11384065908789222,0.17112808466221413
458,7,0.5816920534765934,0.9759519038076152,0.0,0.0,0.9819639278557114,0.9959919839679359,-0.14104326550897597,0.20063708452256743
637,0,0.3942397827972834,0.7875751503006012,0.0,0.0,0.845691382765531,0.0781563126252505,0.06815453219567533,0.4118171774713301
637,1,0.5163774105247136,0.9619238476953907,0.0,0.0,0.7354709418837675,0.14829659318637275,0.12212653270982132,0.38740261618421523
637,2,0.6627155835785309,0.9639278557114228,0.0,0.0,0.9238476953907816,0.1903807615230461,0.2801907569243875,0.39798059293713495
637,3,0.48932223153557775,0.8857715430861723,0.0,0.0,0.7535070140280561,0.09819639278557114,0.2934803930382418,0.42429563069012904
637,4,0.518070698722315,0.6953907815631263,0.0,0.0,0.3226452905811623,0.15430861723446893,0.2672394934693118,0.3523024926842056
637,5,0.5480616778788827,0.8657314629258517,0.0,0.0,0.8356713426853707,0.1062124248496994,0.13195359650121555,0.3442207310304492
637,6,0.4391730261907332,0.9098196392785571,0.0,0.0,0.6973947895791583,0.08216432865731463,0.21650205021719496,0.38445130604425565
637,7,0.5216962988199724,0.7635270541082164,0.0,0.0,0.5791583166332666,0.15831663326653306,0.10367690506408622,0.34816146277745413
709,0,0.6630582184907357,0.9919839679358717,0.0,1.0,0.6673346693386774,0.9719438877755511,-0.06945791902079304,0.2414910005223426
709,1,0.6922895200164113,0.9959919839679359,0.0,1.0,0.7875751503006012,1.0,-0.017629621971472362,0.2726982971530006
709,2,0.7636655173970128,1.0,1.0,1.0,0.7715430861723447,0.9739478957915831,0.06649714310638005,0.3027407823315576
709,3,0.6226886802820909,0.9919839679358717,0.0,1.0,0.8637274549098196,0.9959919839679359,0.08036786553955538,0.23451830815120606
709,4,0.6921764829867908,0.9939879759519038,0.0,1.0,0.8356713426853707,1.0,-0.041018768270908834,0.2551607368493125
709,5,0.6577866782906014,0.9799599198396793,0.0,0.0,0.8416833667334669,0.9939879759519038,0.11057487315466898,0.2679038181651237
709,6,0.7280257973055013,0.9979959919839679,0.0,1.0,0.7294589178356713,0.9799599198396793,0.05449735543320113,0.2663365555361806
709,7,0.7116497037816715,1.0,1.0,1.0,0.935871743486974,0.9979959919839679,0.05483720148605993,0.24510698464075076
868,0,0.46701316800173837,0.685370741482966,0.0,0.0,0.9498997995991983,0.22645290581162325,-0.14425279507613387,0.0762316933179016
868,1,0.4153422002468886,0.19839679358717435,0.0,0.0,0.717434869739479,0.1623246492985972,0.055540477354359595,0.06156111701236262
868,2,0.4746479503859429,0.27054108216432865,0.0,0.0,0.7855711422845691,0.1523046092184369,0.05661055003551294,0.06964810430633321
868,3,0.42273347721684484,0.22444889779559118,0.0,0.0,0.7354709418837675,0.2565130260521042,-0.03501636988860109,0.059115286334020675
868,4,0.443435619440497,0.501002004008016,0.0,0.0,0.5731462925851704,0.17835671342685372,0.14874565484646401,0.06494312942739952
868,5,0.4405034330725667,0.20240480961923848,0.0,0.0,0.9879759519038076,0.3286573146292585,-0.12458947426352983,0.05959096261934757
868,6,0.5141373019744204,0.3667334669338677,0.0,0.0,0.9559118236472945,0.24649298597194388,0.029056223207959222,0.07055102886840718
868,7,0.36929491417878396,0.22244488977955912,0.0,0.0,0.8416833667334669,0.22645290581162325,-0.10780031449359513,0.06224495996979984
1015,0,0.698342197848193,1.0,1.0,1.0,0.9799599198396793,0.9979959919839679,0.09353679582414477,0.5720139631777783
1015,1,0.6677675210462239,0.9979959919839679,0.0,1.0,0.9178356713426854,0.9799599198396793,-0.2162209827770019,0.5486573624679976
1015,2,0.6897355103601184,0.9799599198396793,0.0,0.0,0.9959919839679359,0.9819639278557114,0.28359968712120776,0.7021972378375566
1015,3,0.6771301816777748,0.9919839679358717,0.0,1.0,0.9959919839679359,0.9819639278557114,0.025426333587957397,0.6737868957671758
1015,4,0.737338939184915,0.9839679358717435,0.0,0.0,0.9919839679358717,0.9799599198396793,0.12266014012233185,0.7080590251489193
1015,5,0.6871792626060673,0.9959919839679359,0.0,1.0,0.9919839679358717,0.9819639278557114,0.09964843072237556,0.7142889759409764
1015,6,0.6796068814475013,0.9859719438877755,0.0,0.0,0.9458917835671342,0.9799599198396793,0.034113695547129605,0.5767333209913249
1015,7,0.6069001609226562,0.9939879759519038,0.0,1.0,0.9519038076152304,0.9819639278557114,-0.029826507979808032,0.5712730590588627
1288,0,0.6039832244814853,0.969939879759519,0.0,0.0,0.9799599198396793,1.0,0.36231663554971255,0.3622539717744409
1288,1,0.700462310123417,0.9979959919839679,0.0,1.0,0.9879759519038076,0.9979959919839679,0.46622387143707705,0.4027339246567939
1288,2,0.774742789774711,0.9939879759519038,0.0,1.0,1.0,0.9899799599198397,0.5402515658576342,0.4067799415078898
1288,3,0.6696318988790109,0.9919839679358717,0.0,1.0,1.0,0.9939879759519038,0.6153162381270303,0.4169580482885475
1288,4,0.7117637708767014,0.9919839679358717,0.0,1.0,0.9779559118236473,0.9959919839679359,0.4999637640082694,0.38953917465296084
1288,5,0.8170500536602245,1.0,1.0,1.0,1.0,0.9939879759519038,0.577861712538506,0.38938456493313456
1288,6,0.583427734488293,0.9298597194388778,0.0,0.0,1.0,0.9819639278557114,0.36301999466019,0.3828267450911323
1288,7,0.6539351868984116,0.9779559118236473,0.0,0.0,0.9979959919839679,1.0,0.432711530290955,0.36810284515761865
1589,0,0.604886077791859,0.9659318637274549,0.0,0.0,0.687374749498998,0.9759519038076152,0.16511734609557283,0.31508958986489966
1589,1,0.6151001949127279,0.9178356713426854,0.0,0.0,0.9438877755511023,0.9278557114228457,-0.2079021752863968,0.23307395795660119
1589,2,0.616732900645325,0.9719438877755511,0.0,0.0,0.9899799599198397,1.0,0.06497579825076125,0.3061213225267264
1589,3,0.6629131180559102,0.9438877755511023,0.0,0.0,0.9719438877755511,0.9979959919839679,-0.13545594109629797,0.26170385323650974
1589,4,0.6039338166616502,0.9579158316633266,0.0,0.0,0.8356713426853707,0.9919839679358717,0.023104958413091327,0.25885518326338447
1589,5,0.6077205110906789,0.9819639278557114,0.0,0.0,0.9338677354709419,0.9959919839679359,-0.0690326878469218,0.2359614665213693
1589,6,0.6414362173548185,0.969939879759519,0.0,0.0,0.9478957915831663,0.9799599198396793,0.17140687124139034,0.27816202655845534
1589,7,0.5288274011812149,0.8136272545090181,0.0,0.0,0.9619238476953907,0.9859719438877755,-0.07936371136680441,0.35040760875061033
1744,0,0.6631181792331877,0.9879759519038076,0.0,0.0,0.9979959919839679,0.9819639278557114,0.6544613318017527,0.40216802767048804
1744,1,0.6834830876922235,0.9799599198396793,0.0,0.0,0.8476953907815631,0.9859719438877755,0.6835843364227582,0.3841153197576884
1744,2,0.5843404684629874,0.9599198396793587,0.0,0.0,0.9599198396793587,0.6693386773547094,0.5986251023253948,0.4140943279988788
1744,3,0.4999297775159559,0.5851703406813628,0.0,0.0,0.7655310621242485,0.32665330661322645,0.3369761170168019,0.4146114088787907
1744,4,0.5857011240457026,0.9078156312625251,0.0,0.0,0.9478957915831663,0.46693386773547096,0.5888365277347951,0.41506526944982114
1744,5,0.5972875343578676,0.9879759519038076,0.0,0.0,0.7555110220440882,0.2605210420841683,0.5774806239399248,0.41630849083008903
1744,6,0.5892307671167163,0.8056112224448898,0.0,0.0,0.8396793587174348,0.37675350701402804,0.495908639995914,0.4197106993164689
1744,7,0.5353834880147272,0.8216432865731463,0.0,0.0,0.8857715430861723,0.3186372745490982,0.4747744972191639,0.39625796570613175
1818,0,0.5607872041412897,0.9118236472945892,0.0,0.0,0.5090180360721442,0.3406813627254509,-0.04275762775709344,0.09670068063375888
1818,1,0.6034586236266797,0.9599198396793587,0.0,0.0,0.13026052104208416,0.4408817635270541,-0.09894243849076102,0.09508223098035329
1818,2,0.5997928439616655,0.8937875751503006,0.0,0.0,0.843687374749499,0.18637274549098196,0.059263628458206215,0.08747871319731318
1818,3,0.6408035936528363,0.9639278557114228,0.0,0.0,0.9739478957915831,0.39478957915831664,0.12540192559624275,0.07497629861813337
1818,4,0.6690208082693387,0.9398797595190381,0.0,0.0,0.9579158316633266,0.5731462925851704,-0.04726278654957294,0.07491382495462695
1818,5,0.64671935343193,0.9599198396793587,0.0,0.0,0.6833667334669339,0.5170340681362725,-0.14832124338842947,0.06875658809920833
1818,6,0.5763801052589845,0.9819639278557114,0.0,0.0,0.905811623246493,0.3627254509018036,0.2730474441443826,0.07353758909268204
1818,7,0.6729379071711235,0.9859719438877755,0.0,0.0,0.8296593186372746,0.5691382765531062,0.1726002524954708,0.08718369512555155
2070,0,0.25453091822946294,0.06412825651302605,0.0,0.0,0.5511022044088176,0.9959919839679359,-0.04236664607442404,0.2430733908009359
2070,1,0.4250298947286961,0.7715430861723447,0.0,0.0,0.8496993987975952,0.9959919839679359,0.095677600834645,0.2755771160812648
2070,2,0.32688016505687,0.02004008016032064,0.0,0.0,0.5811623246492986,0.9238476953907816,0.01845254312475272,0.18601378820252265
2070,3,0.3699150639845026,0.018036072144288578,0.0,0.0,0.7655310621242485,0.9759519038076152,0.13683237513926125,0.32943206969634664
2070,4,0.3533059414064117,0.06813627254509018,0.0,0.0,0.7074148296593187,0.9899799599198397,-0.029866975135972248,0.19708564413851556
2070,5,0.32490857205178425,0.07014028056112225,0.0,0.0,0.8657314629258517,0.9739478957915831,0.08032073026758682,0.3177435403593862
2070,6,0.31017955547473364,0.08817635270541083,0.0,0.0,0.9619238476953907,0.9739478957915831,0.08324832194570429,0.2906300713469438
2070,7,0.2946128348759175,0.004008016032064128,0.0,0.0,0.9799599198396793,0.9919839679358717,-0.029840959334269956,0.24101840331510915
2125,0,0.5820124909418585,0.9238476953907816,0.0,0.0,0.8557114228456913,0.6492985971943888,0.1290708257447345,0.3694083465702475
2125,1,0.49728357822972363,0.48697394789579157,0.0,0.0,0.8877755511022044,0.7775551102204409,0.01411993493743377,0.37474519304293336
2125,2,0.6085056651384253,0.9679358717434869,0.0,0.0,0.9959919839679359,0.46092184368737477,0.4054125654082098,0.3392259405562639
2125,3,0.6872887993685701,0.9839679358717435,0.0,0.0,0.87374749498998,0.845691382765531,0.046541621709908346,0.3010126637498277
2125,4,0.6236876600770722,0.9559118236472945,0.0,0.0,1.0,0.6793587174348698,0.29859200634291294,0.3046800476753184
2125,5,0.4626737543413659,0.7234468937875751,0.0,0.0,0.7895791583166333,0.3927855711422846,0.16961268467470914,0.3819194356856991
2125,6,0.5128168923318248,0.627254509018036,0.0,0.0,0.6052104208416834,0.5370741482965932,-0.18737791840280738,0.34506537743876425
2125,7,0.582903295325186,0.9719438877755511,0.0,0.0,0.9559118236472945,0.39478957915831664,0.11318838622587032,0.37741685755342524
2327,0,0.5368492802800644,0.7474949899799599,0.0,0.0,0.9899799599198397,0.9278557114228457,0.41178097018352927,0.44802474847918683
2327,1,0.5633398904911617,0.8316633266533067,0.0,0.0,0.7995991983967936,0.5130260521042084,-0.08203881804815776,0.3531192913662099
2327,2,0.6298904525227458,0.9719438877755511,0.0,0.0,0.9819639278557114,0.7374749498997996,0.13613129625028797,0.3959299728738562
2327,3,0.5900334696343461,0.8677354709418837,0.0,0.0,0.9779559118236473,0.6513026052104208,-0.39047469880118985,0.3554762693449311
2327,4,0.5923843393972793,0.9258517034068137,0.0,0.0,0.9979959919839679,0.7454909819639278,0.32147586876071793,0.4302340298183261
2327,5,0.540442958178889,0.845691382765531,0.0,0.0,0.8697394789579158,0.7855711422845691,0.09572068390501408,0.3694216211571785
2327,6,0.7994927460024617,0.9939879759519038,0.0,1.0,0.9959919839679359,0.9659318637274549,0.3844727800343924,0.39939118213125885
2327,7,0.6768867538706393,0.9839679358717435,0.0,0.0,0.9458917835671342,0.9739478957915831,0.5390346047583726,0.436397496070335
2737,0,0.7058006148254183,0.9378757515030061,0.0,0.0,0.7314629258517034,0.7775551102204409,-0.03924894191341271,0.11151159646597021
2737,1,0.7630140438765836,0.9639278557114228,0.0,0.0,0.9939879759519038,0.9959919839679359,0.0411656359464888,0.10802399839160075
2737,2,0.7785092485965432,0.9739478957915831,0.0,0.0,0.9979959919839679,1.0,0.056917206556054235,0.12506624250426385
2737,3,0.7346712972500073,0.9599198396793587,0.0,0.0,0.9338677354709419,0.685370741482966,0.08060026239292652,0.10864535198010633
2737,4,0.702081999865078,0.969939879759519,0.0,0.0,0.9478957915831663,0.9959919839679359,0.03280200598116058,0.10672835961206302
2737,5,0.821724547274099,0.9879759519038076,0.0,0.0,0.9899799599198397,0.9979959919839679,0.057350209990349586,0.09213462569389425
2737,6,0.808106878141734,0.9759519038076152,0.0,0.0,0.9639278557114228,1.0,-0.0006528455525014016,0.11792375028886767
2737,7,0.7947714034430771,0.969939879759519,0.0,0.0,0.9979959919839679,0.9979959919839679,0.09705702343160129,0.12332733988923363
2795,0,0.7169814000813186,0.9659318637274549,0.0,0.0,0.9559118236472945,0.5731462925851704,-0.06958855837579582,0.20104868527107292
2795,1,0.6906292431910144,0.9659318637274549,0.0,0.0,0.9038076152304609,0.6492985971943888,-0.050858423682060394,0.2282823809913948
2795,2,0.6869486777741304,0.9599198396793587,0.0,0.0,0.8837675350701403,0.8777555110220441,0.04305158327414576,0.2080995455515498
2795,3,0.7327305601813929,0.9959919839679359,0.0,1.0,0.9979959919839679,0.35470941883767537,-0.0851587211406001,0.22754757271975065
2795,4,0.7376121165531364,0.9759519038076152,0.0,0.0,0.9939879759519038,0.5851703406813628,0.22340654879174887,0.2498804393591204
2795,5,0.7298200324952737,0.9799599198396793,0.0,0.0,1.0,0.7354709418837675,-0.06782395106273076,0.20152728312971452
2795,6,0.7591956579528683,0.9939879759519038,0.0,1.0,0.9719438877755511,0.42685370741482964,-0.12698287670033306,0.23813821821636152
2795,7,0.7449822464864928,1.0,1.0,1.0,1.0,0.38276553106212424,-0.009769801809929698,0.2374881681223354
2980,0,0.8803008118467919,0.9939879759519038,0.0,1.0,0.9839679358717435,0.9959919839679359,-0.021429802537383004,0.07300494554019071
2980,1,0.8135629002866333,0.9679358717434869,0.0,0.0,1.0,0.9879759519038076,0.04199394089234329,0.08688327690848438
2980,2,0.8464450366474421,0.9839679358717435,0.0,0.0,1.0,1.0,0.11028386687180473,0.10149053491155836
2980,3,0.8772143569404602,0.9899799599198397,0.0,0.0,0.9939879759519038,1.0,-0.06571100451717884,0.07411809050952554
2980,4,0.8536438693621857,0.9899799599198397,0.0,0.0,0.9458917835671342,0.9939879759519038,0.10774592910066763,0.10198458866793511
2980,5,0.8458305417455014,0.9899799599198397,0.0,0.0,0.7655310621242485,0.9659318637274549,0.06381933632434836,0.08411735185562408
2980,6,0.8523306205849932,0.9799599198396793,0.0,0.0,1.0,0.9959919839679359,0.05784044352818467,0.08757606656414862
2980,7,0.8618271100495175,0.9839679358717435,0.0,0.0,1.0,1.0,0.07016738258886744,0.07762443249821352
3338,0,0.5219503379716853,0.4969939879759519,0.0,0.0,0.8697394789579158,0.07615230460921844,0.5402589866568273,0.4153546259149285
3338,1,0.5255682566692714,0.3186372745490982,0.0,0.0,0.7775551102204409,0.12424849699398798,0.38635053078624104,0.3222801219525188
3338,2,0.4434874288409052,0.8797595190380761,0.0,0.0,0.8677354709418837,0.07615230460921844,0.3585613410701488,0.37605617769041777
3338,3,0.4734339625252473,0.4088176352705411,0.0,0.0,0.8697394789579158,0.12024048096192384,0.18814220063040657,0.3824837219308014
3338,4,0.5004554462121954,0.7755511022044088,0.0,0.0,0.5891783567134269,0.050100200400801605,-0.07429661725421789,0.2921277974540122
3338,5,0.44054174747107344,0.3687374749498998,0.0,0.0,0.687374749498998,0.1062124248496994,0.40165968659302276,0.3680946041229983
3338,6,0.5494820104043023,0.8376753507014028,0.0,0.0,0.749498997995992,0.06212424849699399,0.5547486903305137,0.37834596177915364
3338,7,0.41724600505867204,0.7935871743486974,0.0,0.0,0.7775551102204409,0.09018036072144289,0.5505378408665628,0.4050407318834117
3344,0,0.32139215554537715,0.022044088176352707,0.0,0.0,0.687374749498998,0.8036072144288577,0.07377291830853717,0.1949658467532782
3344,1,0.35446804039102303,0.04609218436873747,0.0,0.0,0.8717434869739479,0.7955911823647295,0.10961929566036159,0.20725129244775145
3344,2,0.4387265755547807,0.9278557114228457,0.0,0.0,0.7935871743486974,0.7254509018036072,0.21516347729424234,0.20679341175219512
3344,3,0.41632007741410815,0.2925851703406814,0.0,0.0,0.9078156312625251,0.6312625250501002,0.040758649790379284,0.2650972825248397
3344,4,0.3695712637344026,0.036072144288577156,0.0,0.0,0.9278557114228457,0.5711422845691383,0.27260461408475395,0.2275324239663413
3344,5,0.3741367478622023,0.04809619238476954,0.0,0.0,0.6953907815631263,0.7374749498997996,0.10849766232515991,0.17734943918091828
3344,6,0.376738948801715,0.16432865731462926,0.0,0.0,0.40480961923847697,0.7294589178356713,0.18951428841586007,0.23914677866731687
3344,7,0.34301470833070147,0.0841683366733467,0.0,0.0,0.8557114228456913,0.9799599198396793,-0.14597261405518158,0.15372119391759692
3368,0,0.5972372758725076,0.8857715430861723,0.0,0.0,0.9599198396793587,0.9799599198396793,0.03685231698236503,0.2027158229308647
3368,1,0.6627282942733718,0.9519038076152304,0.0,0.0,0.9478957915831663,0.9859719438877755,0.06500553945099136,0.18580836728514966
3368,2,0.5656664991267237,0.9378757515030061,0.0,0.0,0.9398797595190381,0.9899799599198397,-0.021020500976347934,0.1915423152486215
3368,3,0.6547163029430063,0.9498997995991983,0.0,0.0,0.8957915831663327,0.9679358717434869,0.20787550451419023,0.2512006805506072
3368,4,0.6619116641920068,0.9739478957915831,0.0,0.0,0.8557114228456913,0.9979959919839679,0.16701325961419186,0.19292769352730288
3368,5,0.6277845725358302,0.9498997995991983,0.0,0.0,0.6613226452905812,0.9478957915831663,0.0010306596600556611,0.2091211230053676
3368,6,0.6196156423501452,0.9539078156312625,0.0,0.0,0.9478957915831663,0.969939879759519,0.09633740776389609,0.27884130993753214
3368,7,0.6121868807255166,0.9038076152304609,0.0,0.0,0.9118236472945892,0.9639278557114228,-0.04927993622951353,0.22675712095832745
3731,0,0.45209358496767116,0.37675350701402804,0.0,0.0,0.9378757515030061,0.9799599198396793,0.36407471333624225,0.44973798197867665
3731,1,0.5955416326701013,0.7615230460921844,0.0,0.0,0.9258517034068137,0.9859719438877755,0.030022961899310995,0.4110615025074369
3731,2,0.4998104956845976,0.24448897795591182,0.0,0.0,0.6673346693386774,0.5831663326653307,0.3117244044475517,0.44845380789374445
3731,3,0.49858981037321926,0.7014028056112225,0.0,0.0,0.969939879759519,0.9939879759519038,0.36574052681778685,0.420220235314976
3731,4,0.4808182925549075,0.39879759519038077,0.0,0.0,0.9038076152304609,0.905811623246493,0.25015346813115413,0.4332261101541726
3731,5,0.4878918536151533,0.20641282565130262,0.0,0.0,0.7074148296593187,0.6072144288577155,0.3824949053499586,0.47126498154316837
3731,6,0.4812651923625766,0.46292585170340683,0.0,0.0,0.9599198396793587,0.9118236472945892,0.40566068864480437,0.4162615384641543
3731,7,0.550147147861312,0.46092184368737477,0.0,0.0,0.8476953907815631,0.779559118236473,0.41086230840259413,0.4391275490165368
3803,0,0.49928873122495765,0.8697394789579158,0.0,0.0,0.9959919839679359,1.0,0.4609345000293469,0.49224202138933615
3803,1,0.442361747461814,0.8096192384769539,0.0,0.0,0.9478957915831663,0.9819639278557114,0.4156064974372906,0.5580359103871911
3803,2,0.43987067295096843,0.3907815631262525,0.0,0.0,0.9579158316633266,0.35470941883767537,-0.17736826878354145,0.49582895396342047
3803,3,0.617046362326773,0.7635270541082164,0.0,0.0,0.8777555110220441,0.36072144288577157,0.3246040894753043,0.49300217002118474
3803,4,0.5937554274120135,0.8517034068136272,0.0,0.0,0.751503006012024,0.20641282565130262,0.03838143534939213,0.44216472550530145
3803,5,0.5546647142714125,0.9278557114228457,0.0,0.0,0.9859719438877755,1.0,0.7367504473201345,0.593061989817482
3803,6,0.5934927799131932,0.8076152304609219,0.0,0.0,0.8617234468937875,0.2865731462925852,0.1803330491535117,0.48756284525991134
3803,7,0.6088558693504609,0.8877755511022044,0.0,0.0,0.8677354709418837,0.3166332665330661,0.42355118430048344,0.46165049069341535
4292,0,0.5065254001549722,0.9759519038076152,0.0,0.0,0.7655310621242485,0.8637274549098196,0.0013151552450566214,0.2858553263879437
4292,1,0.6423549305850238,1.0,1.0,1.0,1.0,0.9959919839679359,0.0028663344927043243,0.418700995924618
4292,2,0.4782419960125929,0.9739478957915831,0.0,0.0,0.8977955911823647,0.9318637274549099,-0.025009790285969904,0.29325851991088275
4292,3,0.5628784161454972,0.9919839679358717,0.0,1.0,0.8056112224448898,0.9839679358717435,0.09731114788293331,0.3628902799209804
4292,4,0.5092740237412408,0.8276553106212425,0.0,0.0,0.9899799599198397,0.9799599198396793,0.3127515935962083,0.3779840703058867
4292,5,0.5205081193825847,0.3627254509018036,0.0,0.0,0.44488977955911824,0.7054108216432866,0.47917440603599465,0.47372031043291324
4292,6,0.4449102463563998,0.43687374749499,0.0,0.0,0.9018036072144289,0.9859719438877755,-0.05426953156183431,0.3664551792972671
4292,7,0.559227817695858,0.9719438877755511,0.0,0.0,0.8396793587174348,0.9899799599198397,0.09031564369756778,0.36440052597493167
4409,0,0.5662061361080564,1.0,1.0,1.0,1.0,0.9979959919839679,0.14160891968370273,0.2863034017307598
4409,1,0.6415725396187986,0.9859719438877755,0.0,0.0,0.9679358717434869,0.44889779559118237,0.10944844720068198,0.28548396934437187
