image_id,repeat_a,repeat_b,donor_image_id,donor_repeat_a,donor_repeat_b,target_session_a,target_session_b,matched_session_pair
637,0,1,4476,1,2,2,4,True
637,0,2,67361,-1,0,2,26,False
637,1,2,67361,-1,1,4,26,False
639,0,1,56752,0,1,22,33,True
639,0,2,66351,0,2,22,33,True
639,1,2,5193,1,2,33,33,True
653,0,1,13198,0,2,5,26,True
653,0,2,43444,1,2,5,31,True
653,1,2,17426,1,2,26,31,True
670,0,1,33774,1,2,5,8,True
670,0,2,52243,1,2,5,23,True
670,1,2,54166,0,2,8,23,True
678,0,1,28835,0,2,12,21,True
678,0,2,65845,0,1,12,23,True
678,1,2,21922,0,1,21,23,True
682,0,1,61031,0,1,1,8,True
682,0,2,64712,0,1,1,8,True
682,1,2,113,0,1,8,8,True
683,0,1,16553,1,2,37,37,True
683,0,2,18056,0,1,37,37,True
683,1,2,18056,0,2,37,37,True
688,0,1,32025,1,2,14,15,True
688,0,2,60757,0,2,14,38,True
688,1,2,3301,1,2,15,38,True
709,0,1,27196,0,2,16,33,True
709,0,2,5582,1,2,16,40,True
709,1,2,10191,1,2,33,40,True
717,0,1,4953,0,2,15,39,True
717,0,2,6504,0,1,15,39,True
717,1,2,70112,1,2,39,39,True
718,0,1,13182,0,2,10,16,True
718,0,2,72125,0,2,10,40,True
718,1,2,971,0,2,16,40,True
731,0,1,29283,1,2,31,33,True
731,0,2,21255,0,1,31,34,True
731,1,2,32916,1,2,33,34,True
750,0,1,36626,0,1,3,14,True
750,0,2,61989,0,2,3,33,True
750,1,2,45793,1,2,14,33,True
758,0,1,62763,0,2,15,22,True
758,0,2,46137,0,2,15,26,True
758,1,2,4950,0,2,22,26,True
767,0,1,59570,0,1,7,7,True
767,0,2,2598,0,2,7,40,True
767,1,2,10913,0,2,7,40,True
769,0,1,38046,1,2,12,14,True
769,0,2,19767,1,2,12,32,True
769,1,2,1196,0,2,14,32,True
787,0,1,48289,1,2,32,36,True
787,0,2,57910,1,2,32,38,True
787,1,2,43179,1,2,36,38,True
811,0,1,7946,0,2,8,20,True
811,0,2,53796,0,2,8,35,True
811,1,2,25942,0,2,20,35,True
813,0,1,31938,0,2,18,39,True
813,0,2,55406,0,2,18,40,True
813,1,2,16727,1,2,39,40,True
824,0,1,22011,0,2,17,26,True
824,0,2,36792,0,1,17,28,True
824,1,2,30486,1,2,26,28,True
825,0,1,15653,0,2,8,31,True
825,0,2,44858,0,2,8,33,True
825,1,2,42309,0,1,31,33,True
826,0,1,16685,0,1,23,24,True
826,0,2,62951,0,1,23,25,True
826,1,2,43205,0,1,24,25,True
828,0,1,48566,0,2,1,15,True
828,0,2,40944,0,1,1,16,True
828,1,2,33255,1,2,15,16,True
837,0,1,22966,0,1,13,13,True
837,0,2,45461,0,1,13,14,True
837,1,2,45660,0,1,13,14,True
839,0,1,71406,0,1,10,18,True
839,0,2,1078,0,1,10,34,True
839,1,2,8280,0,2,18,34,True
845,0,1,59188,0,1,38,38,True
845,0,2,60887,0,1,38,38,True
845,1,2,60887,0,2,38,38,True
846,0,1,66579,0,1,12,12,True
846,0,2,67048,0,1,12,12,True
846,1,2,67952,0,1,12,12,True
867,0,1,8314,1,2,24,30,True
867,0,2,53323,0,2,24,31,True
867,1,2,5706,1,2,30,31,True
868,0,1,31234,0,2,33,35,True
868,0,2,31234,1,2,33,35,True
868,1,2,24103,1,2,35,35,True
876,0,1,44353,0,1,5,11,True
876,0,2,52455,0,1,5,11,True
876,1,2,50707,0,1,11,11,True
884,0,1,9793,1,2,6,8,True
884,0,2,17296,0,1,6,22,True
884,1,2,12655,0,2,8,22,True
908,0,1,66485,0,1,28,29,True
908,0,2,60981,1,2,28,37,True
908,1,2,22636,0,2,29,37,True
912,0,1,45573,0,1,6,22,True
912,0,2,49896,0,2,6,29,True
912,1,2,65997,0,1,22,29,True
932,0,1,29357,0,1,26,30,True
932,0,2,29357,0,2,26,30,True
932,1,2,30505,1,2,30,30,True
946,0,1,54675,0,1,38,39,True
946,0,2,54675,0,2,38,39,True
946,1,2,16073,1,2,39,39,True
953,0,1,52636,0,2,8,32,True
953,0,2,55896,0,1,8,32,True
953,1,2,20819,0,2,32,32,True
969,0,1,26002,0,1,4,4,True
969,0,2,69970,1,2,4,22,True
969,1,2,70890,0,2,4,22,True
971,0,1,68305,0,1,16,27,True
971,0,2,65653,0,2,16,40,True
971,1,2,4850,0,2,27,40,True
976,0,1,32227,1,2,21,21,True
976,0,2,32244,0,1,21,21,True
976,1,2,32577,0,1,21,21,True
985,0,1,154,0,2,26,26,True
985,0,2,72654,0,2,26,27,True
985,1,2,72654,1,2,26,27,True
989,0,1,33802,0,1,18,28,True
989,0,2,34704,1,2,18,32,True
989,1,2,11411,0,2,28,32,True
992,0,1,59644,1,2,21,22,True
992,0,2,60164,0,1,21,22,True
992,1,2,5260,0,1,22,22,True
994,0,1,11005,0,1,7,14,True
994,0,2,39007,0,1,7,19,True
994,1,2,51652,0,1,14,19,True
998,0,1,63472,1,2,7,14,True
998,0,2,67691,0,1,7,14,True
998,1,2,30181,0,1,14,14,True
1013,0,1,17075,0,1,2,15,True
1013,0,2,4910,0,2,2,27,True
1013,1,2,32522,0,2,15,27,True
1015,0,1,58988,1,2,28,28,True
1015,0,2,64547,-1,1,28,31,False
1015,1,2,64547,-1,2,28,31,False
1035,0,1,9010,0,2,15,15,True
1035,0,2,9010,1,2,15,15,True
1035,1,2,9268,1,2,15,15,True
1047,0,1,62662,0,1,13,20,True
1047,0,2,42216,0,2,13,36,True
1047,1,2,25730,0,1,20,36,True
1057,0,1,60529,0,1,10,11,True
1057,0,2,52474,0,1,10,31,True
1057,1,2,33284,0,1,11,31,True
1058,0,1,14451,0,1,15,15,True
1058,0,2,15095,0,2,15,17,True
1058,1,2,15095,1,2,15,17,True
1060,0,1,32878,1,2,19,39,True
1060,0,2,35774,1,2,19,39,True
1060,1,2,63329,1,2,39,39,True
1065,0,1,68622,0,2,4,4,True
1065,0,2,68622,1,2,4,4,True
1065,1,2,69800,1,2,4,4,True
1078,0,1,70440,0,2,10,34,True
1078,0,2,839,0,2,10,34,True
1078,1,2,3189,1,2,34,34,True
1082,0,1,16548,0,2,1,2,True
1082,0,2,10740,0,1,1,39,True
1082,1,2,12724,0,2,2,39,True
1083,0,1,2640,0,2,8,36,True
1083,0,2,5001,0,1,8,36,True
1083,1,2,27291,1,2,36,36,True
1107,0,1,14419,0,2,4,6,True
1107,0,2,43162,0,2,4,34,True
1107,1,2,50759,1,2,6,34,True
1128,0,1,44040,0,2,2,31,True
1128,0,2,38844,1,2,2,40,True
1128,1,2,49841,1,2,31,40,True
1136,0,1,44136,0,1,18,18,True
1136,0,2,44136,0,2,18,18,True
1136,1,2,44136,1,2,18,18,True
1138,0,1,53609,1,2,7,36,True
1138,0,2,63277,0,2,7,36,True
1138,1,2,46614,1,2,36,36,True
1146,0,1,58686,0,2,23,28,True
1146,0,2,58746,0,2,23,28,True
1146,1,2,44643,0,2,28,28,True
1159,0,1,16998,1,2,3,3,True
1159,0,2,51649,0,2,3,26,True
1159,1,2,51649,1,2,3,26,True
1162,0,1,7040,0,1,17,17,True
1162,0,2,67566,0,2,17,23,True
1162,1,2,67566,1,2,17,23,True
1174,0,1,20595,0,1,1,2,True
1174,0,2,15721,0,1,1,6,True
1174,1,2,65766,0,1,2,6,True
1181,0,1,21447,0,1,2,3,True
1181,0,2,33774,0,1,2,5,True
1181,1,2,52580,0,2,3,5,True
1187,0,1,25969,0,1,19,20,True
1187,0,2,69304,0,2,19,21,True
1187,1,2,22039,0,2,20,21,True
1192,0,1,34716,0,2,13,21,True
1192,0,2,27524,0,2,13,32,True
1192,1,2,47791,1,2,21,32,True
1196,0,1,40387,0,1,14,26,True
1196,0,2,27934,1,2,14,32,True
1196,1,2,44669,0,2,26,32,True
1197,0,1,35535,1,2,26,39,True
1197,0,2,43539,1,2,26,39,True
1197,1,2,55180,1,2,39,39,True
1204,0,1,23565,0,1,13,13,True
1204,0,2,23930,0,1,13,13,True
1204,1,2,26417,0,1,13,13,True
1233,0,1,10262,0,1,1,2,True
1233,0,2,10262,0,2,1,2,True
1233,1,2,9588,1,2,2,2,True
1243,0,1,49570,1,2,26,26,True
1243,0,2,32264,0,2,26,27,True
1243,1,2,35512,0,2,26,27,True
1247,0,1,32822,0,1,23,23,True
1247,0,2,2537,1,2,23,33,True
1247,1,2,13708,0,2,23,33,True
1249,0,1,24481,1,2,9,9,True
1249,0,2,25323,0,1,9,9,True
1249,1,2,25323,0,2,9,9,True
1273,0,1,61875,0,1,3,3,True
1273,0,2,58669,0,1,3,29,True
1273,1,2,62654,0,1,3,29,True
1274,0,1,12168,0,1,17,29,True
1274,0,2,18502,1,2,17,29,True
1274,1,2,50926,0,1,29,29,True
1275,0,1,45455,1,2,21,30,True
1275,0,2,57011,0,2,21,30,True
1275,1,2,30505,0,2,30,30,True
1278,0,1,70462,0,1,3,3,True
1278,0,2,70823,0,1,3,3,True
1278,1,2,72074,1,2,3,3,True
1288,0,1,3338,0,2,2,24,True
1288,0,2,71624,-1,0,2,25,False
1288,1,2,3344,0,1,24,25,True
1289,0,1,13000,0,1,1,7,True
1289,0,2,18741,0,1,1,7,True
1289,1,2,30740,1,2,7,7,True
1306,0,1,18952,1,2,2,25,True
1306,0,2,24684,0,1,2,25,True
1306,1,2,8048,0,1,25,25,True
1309,0,1,52549,0,1,28,35,True
1309,0,2,53166,0,2,28,35,True
1309,1,2,64670,1,2,35,35,True
1323,0,1,43053,0,1,7,7,True
1323,0,2,5516,0,2,7,34,True
1323,1,2,10913,0,1,7,34,True
1331,0,1,40061,0,2,13,14,True
1331,0,2,2549,1,2,13,35,True
1331,1,2,53671,0,1,14,35,True
1339,0,1,17060,0,1,21,26,True
1339,0,2,44991,0,2,21,31,True
1339,1,2,59550,0,2,26,31,True
1345,0,1,61283,0,1,8,8,True
1345,0,2,10839,0,1,8,17,True
1345,1,2,15779,0,1,8,17,True
1346,0,1,33585,0,1,8,17,True
1346,0,2,14674,0,1,8,18,True
1346,1,2,4140,0,1,17,18,True
1352,0,1,57702,0,1,12,12,True
1352,0,2,31881,0,2,12,21,True
1352,1,2,39635,0,1,12,21,True
1361,0,1,6308,0,2,3,9,True
1361,0,2,22120,0,2,3,35,True
1361,1,2,31865,0,2,9,35,True
1362,0,1,39822,0,2,7,8,True
1362,0,2,51769,1,2,7,29,True
1362,1,2,10216,0,2,8,29,True
1368,0,1,11499,1,2,35,35,True
1368,0,2,12143,1,2,35,35,True
1368,1,2,12151,0,1,35,35,True
1372,0,1,48363,1,2,32,32,True
1372,0,2,49275,1,2,32,32,True
1372,1,2,49714,0,1,32,32,True
1378,0,1,71161,0,1,8,10,True
1378,0,2,13942,0,1,8,32,True
1378,1,2,3184,0,1,10,32,True
1381,0,1,57184,1,2,15,24,True
1381,0,2,4396,0,2,15,26,True
1381,1,2,22109,0,2,24,26,True
1387,0,1,68122,0,2,7,7,True
1387,0,2,68122,1,2,7,7,True
1387,1,2,68527,0,1,7,7,True
1390,0,1,68862,0,1,9,15,True
1390,0,2,32282,0,2,9,30,True
1390,1,2,53259,0,1,15,30,True
1392,0,1,14859,0,1,8,18,True
1392,0,2,50827,1,2,8,25,True
1392,1,2,55807,0,1,18,25,True
1393,0,1,52220,0,1,14,27,True
1393,0,2,52220,0,2,14,27,True
1393,1,2,6900,1,2,27,27,True
1395,0,1,27144,1,2,19,19,True
1395,0,2,6876,0,2,19,29,True
1395,1,2,8790,0,2,19,29,True
1396,0,1,48069,0,2,11,15,True
1396,0,2,48069,1,2,11,15,True
1396,1,2,12887,1,2,15,15,True
1400,0,1,4265,0,1,1,5,True
1400,0,2,43078,0,1,1,8,True
1400,1,2,6938,0,2,5,8,True
1410,0,1,40914,0,1,8,24,True
1410,0,2,43078,1,2,8,30,True
1410,1,2,13595,1,2,24,30,True
1416,0,1,72581,1,2,6,18,True
1416,0,2,3503,1,2,6,19,True
1416,1,2,47101,0,2,18,19,True
1421,0,1,11393,0,1,7,7,True
1421,0,2,11699,0,1,7,7,True
1421,1,2,12085,0,1,7,7,True
1423,0,1,62825,0,2,25,34,True
1423,0,2,11790,0,1,25,37,True
1423,1,2,55484,0,2,34,37,True
1442,0,1,67111,1,2,14,14,True
1442,0,2,68102,1,2,14,14,True
1442,1,2,68340,0,1,14,14,True
1443,0,1,51834,0,1,13,14,True
1443,0,2,21069,0,1,13,27,True
1443,1,2,46931,1,2,14,27,True
1444,0,1,683,0,1,37,37,True
1444,0,2,683,0,2,37,37,True
1444,1,2,683,1,2,37,37,True
1449,0,1,30505,0,2,30,30,True
1449,0,2,5006,1,2,30,31,True
1449,1,2,5244,0,1,30,31,True
1450,0,1,35241,1,2,14,36,True
1450,0,2,49963,0,1,14,37,True
1450,1,2,31262,0,1,36,37,True
1462,0,1,21751,0,2,6,31,True
1462,0,2,42138,0,2,6,32,True
1462,1,2,12761,0,1,31,32,True
1465,0,1,27418,0,1,2,10,True
1465,0,2,5149,0,2,2,11,True
1465,1,2,67755,1,2,10,11,True
1466,0,1,35362,1,2,6,7,True
1466,0,2,36550,0,2,6,7,True
1466,1,2,23416,1,2,7,7,True
1469,0,1,69959,0,2,8,33,True
1469,0,2,26375,0,1,8,34,True
1469,1,2,10349,1,2,33,34,True
1473,0,1,5775,0,2,21,29,True
1473,0,2,9411,1,2,21,38,True
1473,1,2,17604,1,2,29,38,True
1487,0,1,33920,0,1,7,29,True
1487,0,2,35469,1,2,7,29,True
1487,1,2,66485,1,2,29,29,True
1488,0,1,39310,1,2,33,33,True
1488,0,2,39842,1,2,33,33,True
1488,1,2,42195,1,2,33,33,True
1493,0,1,59210,1,2,37,39,True
1493,0,2,42787,1,2,37,40,True
1493,1,2,20894,1,2,39,40,True
1500,0,1,4439,0,2,25,25,True
1500,0,2,4439,1,2,25,25,True
1500,1,2,4819,0,1,25,25,True
1510,0,1,67521,0,1,4,27,True
1510,0,2,47988,0,1,4,39,True
1510,1,2,31563,0,2,27,39,True
1512,0,1,22083,0,2,22,22,True
1512,0,2,22083,1,2,22,22,True
1512,1,2,22237,0,1,22,22,True
1515,0,1,22133,1,2,18,36,True
1515,0,2,23351,1,2,18,36,True
1515,1,2,65621,1,2,36,36,True
1517,0,1,43304,1,2,39,39,True
1517,0,2,45513,1,2,39,39,True
1517,1,2,45866,1,2,39,39,True
1519,0,1,40568,0,2,7,7,True
1519,0,2,33377,0,1,7,27,True
1519,1,2,33377,0,2,7,27,True
1521,0,1,1035,0,1,15,15,True
1521,0,2,1035,0,2,15,15,True
1521,1,2,1035,1,2,15,15,True
1556,0,1,2042,0,1,5,11,True
1556,0,2,15061,1,2,5,12,True
1556,1,2,35468,0,1,11,12,True
1584,0,1,813,0,1,18,39,True
1584,0,2,4711,0,2,18,39,True
1584,1,2,59906,0,2,39,39,True
1589,0,1,38194,0,1,10,11,True
1589,0,2,31776,0,2,10,11,True
1589,1,2,39288,0,2,11,11,True
1597,0,1,52069,0,2,24,33,True
1597,0,2,2591,1,2,24,40,True
1597,1,2,99,1,2,33,40,True
1604,0,1,35190,1,2,8,22,True
1604,0,2,16250,0,1,8,29,True
1604,1,2,49429,1,2,22,29,True
1632,0,1,52274,0,2,16,29,True
1632,0,2,971,0,2,16,40,True
1632,1,2,39528,1,2,29,40,True
1639,0,1,8227,0,1,2,20,True
1639,0,2,8227,0,2,2,20,True
1639,1,2,34623,1,2,20,20,True
1664,0,1,44058,0,1,9,20,True
1664,0,2,29812,0,2,9,28,True
1664,1,2,25536,0,1,20,28,True
1667,0,1,26693,0,1,21,22,True
1667,0,2,49282,0,2,21,24,True
1667,1,2,50207,0,1,22,24,True
1668,0,1,27049,0,2,16,19,True
1668,0,2,37050,0,1,16,20,True
1668,1,2,34827,1,2,19,20,True
1684,0,1,11858,0,1,17,26,True
1684,0,2,13474,1,2,17,26,True
1684,1,2,27554,1,2,26,26,True
1689,0,1,11478,1,2,16,28,True
1689,0,2,12774,0,1,16,28,True
1689,1,2,54868,0,1,28,28,True
1701,0,1,52865,0,1,1,1,True
1701,0,2,56830,0,2,1,29,True
1701,1,2,57549,0,2,1,29,True
1709,0,1,13708,0,1,23,23,True
1709,0,2,71283,0,2,23,30,True
1709,1,2,71283,1,2,23,30,True
1713,0,1,46053,0,2,11,19,True
1713,0,2,10664,0,1,11,24,True
1713,1,2,43169,1,2,19,24,True
1726,0,1,61737,0,2,19,40,True
1726,0,2,67463,1,2,19,40,True
1726,1,2,52454,1,2,40,40,True
1727,0,1,48344,1,2,32,32,True
1727,0,2,48363,1,2,32,32,True
1727,1,2,49275,1,2,32,32,True
1738,0,1,19954,0,2,8,13,True
1738,0,2,72373,0,2,8,29,True
1738,1,2,5801,1,2,13,29,True
1740,0,1,37083,0,1,12,13,True
1740,0,2,10915,1,2,12,33,True
1740,1,2,21883,0,2,13,33,True
1741,0,1,11369,0,2,8,8,True
1741,0,2,2640,0,1,8,36,True
1741,1,2,2640,0,2,8,36,True
1743,0,1,11004,0,1,18,23,True
1743,0,2,11004,0,2,18,23,True
1743,1,2,31807,0,1,23,23,True
1744,0,1,39756,0,1,6,7,True
1744,0,2,41540,0,2,6,18,True
1744,1,2,65417,-1,1,7,18,False
1745,0,1,59281,0,1,13,14,True
1745,0,2,58935,0,1,13,15,True
1745,1,2,35176,1,2,14,15,True
1767,0,1,12795,0,1,24,24,True
1767,0,2,51384,1,2,24,25,True
1767,1,2,51994,0,1,24,25,True
1774,0,1,60692,0,2,4,19,True
1774,0,2,67671,0,2,4,26,True
1774,1,2,51010,0,2,19,26,True
1785,0,1,9291,1,2,2,12,True
1785,0,2,9338,0,2,2,34,True
1785,1,2,41739,0,1,12,34,True
1786,0,1,20049,0,1,29,30,True
1786,0,2,32077,0,2,29,31,True
1786,1,2,57997,0,2,30,31,True
1818,0,1,68287,0,2,8,8,True
1818,0,2,70279,1,2,8,27,True
1818,1,2,9188,0,1,8,27,True
1820,0,1,68844,0,1,18,19,True
1820,0,2,48303,1,2,18,22,True
1820,1,2,63024,0,1,19,22,True
1839,0,1,15238,1,2,32,32,True
1839,0,2,43069,1,2,32,33,True
1839,1,2,44858,1,2,32,33,True
1844,0,1,10868,1,2,4,4,True
1844,0,2,37577,0,2,4,30,True
1844,1,2,37897,0,2,4,30,True
1851,0,1,15064,0,2,2,33,True
1851,0,2,20249,0,2,2,38,True
1851,1,2,49123,1,2,33,38,True
1853,0,1,25093,0,1,3,18,True
1853,0,2,47483,0,2,3,19,True
1853,1,2,35496,0,1,18,19,True
1877,0,1,40397,0,1,13,24,True
1877,0,2,48558,0,1,13,24,True
1877,1,2,60780,1,2,24,24,True
1886,0,1,2014,0,2,35,36,True
1886,0,2,2014,1,2,35,36,True
1886,1,2,5177,1,2,36,36,True
1897,0,1,29806,1,2,18,21,True
1897,0,2,35879,0,2,18,21,True
1897,1,2,32244,0,1,21,21,True
1913,0,1,19636,0,2,22,34,True
