split,sampled32,token,raw_repeat_corr,centered_repeat_corr,raw_different_corr,centered_specificity
train,False,28,0.4128986460745211,0.13908843652521832,0.33748858312363467,0.12665305229417
train,False,29,0.3915654349180088,0.13983611504718585,0.31099483308795783,0.12492921748908291
train,False,30,0.7412063144146664,0.2331575117709206,0.670666056460572,0.20773230716840022
train,False,31,0.5104933462292534,0.17703355230847942,0.42268114979096677,0.156662703376906
train,False,32,0.6403706903887849,0.19598302651963667,0.5625663968767748,0.17503893758529823
train,False,33,0.49775152833528624,0.14431890538572845,0.4304741846845869,0.13092951358781782
train,False,34,0.5668619946531253,0.16957415933282233,0.507071581680506,0.1453996958061081
train,False,35,0.574540780748611,0.17002009898403306,0.5091899873442836,0.15733500144599907
train,False,36,0.5577575824666982,0.15854431543729366,0.48398560286556086,0.1399225929752738
train,False,37,0.276097955474423,0.13822785594461517,0.18964770781705603,0.11883868416770756
train,False,38,0.45336487605705644,0.18186017583055625,0.3452189438227136,0.171371782991106
train,False,39,0.17102136429071912,0.12551608587911597,0.061080314445668776,0.115625832406771
train,False,40,0.40329877651930995,0.15645705877818578,0.30551343759689953,0.14083870984867033
train,False,41,0.40897015037918133,0.1934523775173252,0.289413245328883,0.17446722483770483
train,False,42,0.1690683814680373,0.11130523429173228,0.07897315017652189,0.10069723542739477
train,False,43,0.5368779088543187,0.1495830085182753,0.47749108059913303,0.11911817556070745
train,False,44,0.5108512228220156,0.14802066726104754,0.4497163816320947,0.12579803194058975
train,False,45,0.3569052776826442,0.12322467125373185,0.2927546273791588,0.10795896574399469
train,False,46,0.15550676615985332,0.11134286001311737,0.06283501591524311,0.10463884755015769
train,False,47,0.6558095221039724,0.14254806999414119,0.6261867259331639,0.11136736042450865
train,False,48,0.2921756078705578,0.12232699782891682,0.20860967149864837,0.108055899654889
train,False,49,0.12987044041383378,0.09186501326540943,0.05403803523511054,0.08676023962655356
train,False,50,0.2500059957831469,0.09726855516708456,0.194496881649525,0.08215221309606376
train,False,51,0.46881852593476137,0.1440236055871479,0.3969974803363718,0.12877026791461524
train,False,52,0.5274697693412835,0.14356449941749888,0.46988817180392567,0.11744872207952853
train,False,53,0.44924258315993104,0.11094219702597297,0.41532243367615684,0.08832367229328632
train,False,54,0.6247885561964182,0.150389062883273,0.5927088699922863,0.10111298847522655
train,False,55,0.46449748763147675,0.12641031643573186,0.40640860384433664,0.11124129931370201
train,False,56,0.6175205700310586,0.1665739852633893,0.5635835690568552,0.13420941902564923
train,False,57,0.3310337849203153,0.14681403967310375,0.23448806986889623,0.13170487891851865
train,False,58,0.26449982068435957,0.11784715448727877,0.1959817642542352,0.10399737037508411
train,False,59,0.5899603757089295,0.13623218471397616,0.5441801830917817,0.10696057103057569
train,False,60,0.17222923340477128,0.11175033127030774,0.07719176432797901,0.10588258623990783
train,False,61,0.09979174478443383,0.0463030639731162,0.0696338369230652,0.03311106709461852
train,False,62,0.350194863626649,0.11735021952904957,0.28944656151743486,0.1041790900293183
train,False,63,0.1402034491448356,0.07689693692051404,0.08456839617939557,0.06453806804049496
train,False,64,0.1715118578103138,0.09977640047941937,0.08935983665575596,0.08921891636979577
train,False,65,0.7787816945994092,0.14674532769348209,0.7494303257111978,0.13165781033801688
train,False,66,0.2039550279140026,0.09851301448934896,0.13211935486164553,0.08611644211021725
train,False,67,0.167285580780876,0.0928870089975134,0.09577228721363361,0.08769054578393182
train,False,68,0.49354678665489216,0.15369253058426655,0.4177441693960104,0.13383137271012657
train,False,69,0.4733201066514871,0.11855674178077683,0.42986543361941515,0.10399808419097874
train,False,70,0.14331351454375466,0.09683405746798252,0.0615123863059457,0.09376191096426628
train,False,71,0.2841893730484745,0.11853394259879878,0.208762210967452,0.10263287727165715
train,False,72,0.20254206906470765,0.09298255414756913,0.1390105537263751,0.07445734058237041
train,False,73,0.39080847557556947,0.11081627873787489,0.3376873157963312,0.08957427273584916
train,False,74,0.16354146601873584,0.07989935248047798,0.1043749246071607,0.07094823224551267
train,False,75,0.13245789370674915,0.05230867571906268,0.09391549154359807,0.04329711215592897
train,False,76,0.09928417085191006,0.07496211385351388,0.032631508097631504,0.06926551633108868
train,False,77,0.3175402785510168,0.09412991772904247,0.27144916711884165,0.07926587026267816
train,False,78,0.20380384652091568,0.07807211035073024,0.1497544614414295,0.07157779829326008
train,False,79,0.16281711122384787,0.08854855149492591,0.0939826317906152,0.07853964325915708
train,False,80,0.20714250840663917,0.0793765612008673,0.16117548244592086,0.0686086596406365
train,False,81,0.4658194905666892,0.07497327437608328,0.4441727043879244,0.060442508018608294
train,False,82,0.08800480647428677,0.06275731150023758,0.030650624449391973,0.0587094313665031
train,False,83,0.3965302441691833,0.10904099235655812,0.34948569994729434,0.0893646397375481
train,False,84,0.2964556065562437,0.08911176586666292,0.25271190400666377,0.07324048294679102
train,False,85,0.40787776455224506,0.09816042746599889,0.3657535217522236,0.08949038699250242
train,False,86,0.3028173334253782,0.086637283198705,0.25390595133451926,0.07095012368320479
train,False,87,0.17015176667171056,0.06521321719206125,0.12517911174185223,0.053056689317710945
train,False,88,0.0979778294956619,0.0785174641588116,0.03467077497690292,0.07034478432347342
train,False,89,0.05542646352651513,0.027794773735485966,0.039415516295539084,0.016953634655339236
train,False,90,0.10831546662468684,0.05058880494944959,0.075567993584991,0.03870186231733178
train,False,91,0.2112672262143379,0.05781670825129552,0.1833759339343894,0.040190989490797316
train,False,92,0.10715480383691688,0.04049311111106805,0.07909761194833323,0.03257943166031533
train,False,93,0.10506527606841667,0.06365222668282973,0.05684202423035974,0.05380873423957732
train,False,94,0.08478846520657944,0.03490743518143132,0.0630248968278624,0.023190803918406833
train,False,95,0.11613768865314594,0.06279799045675909,0.06805566852201833,0.05468491896748708
train,False,96,0.45489975191310256,0.07603425065979023,0.4288985233137087,0.06149922014304063
train,False,97,0.08782896374851853,0.035311553062312456,0.0660525368006349,0.02408266437467079
train,False,98,0.13661845037522538,0.0558378672797469,0.09740512609141475,0.04824697691025807
train,False,99,0.1130651692492024,0.05801217947971091,0.07067352153092603,0.04828606613429629
train,False,100,0.35514310717050246,0.2886861305934275,0.14267433395839682,0.2792820487955644
train,False,101,0.7449335641220863,0.30012655978059066,0.6381514270856,0.2816165588480267
train,False,102,0.628267188780772,0.2324015447328381,0.5198863212905745,0.22521410841786516
train,False,103,0.5606660992880597,0.28688849500072516,0.3760091480336866,0.27423343064722006
train,False,104,0.3584528366640619,0.23426667855389843,0.14852534034742496,0.2293551717559251
train,False,105,0.6779707865095492,0.28118183376876194,0.5512588458112443,0.2635558590235505
train,False,106,0.2815363849299177,0.1702410372548606,0.15488466229738077,0.16026734783645039
train,False,107,0.6297086663431317,0.2984254639838685,0.46818026177670397,0.28394536511617274
train,False,108,0.7133260288933817,0.31054847442035344,0.5876802643891896,0.2949263691132538
train,False,109,0.5576836728062378,0.301097441683799,0.36386825058370476,0.286202743001825
train,False,110,0.34943622075602604,0.2312149477003069,0.2030871225224391,0.2224072697708534
train,False,111,0.40393189214788666,0.2096824378264643,0.2807473431020486,0.2027148140814121
train,False,112,0.659562736417778,0.21458856718113672,0.5717176923916598,0.1933356652890455
train,False,113,0.5327707869162877,0.24893031909774307,0.3915029435851124,0.2426432212395953
train,False,114,0.8438730673741526,0.25824131115935667,0.8165111756051994,0.2377407374776911
train,False,115,0.47092785927712427,0.17045553532144472,0.37233544217238873,0.1559485752558283
train,False,116,0.5943185216979704,0.228561701402327,0.47590402676851534,0.20673312153866508
train,False,117,0.4794622534261991,0.24676992929939362,0.30305675021906947,0.23497832720940265
train,False,118,0.4396099425243296,0.21227211392659215,0.29992345074944793,0.1961167354619101
train,False,119,0.3452066405731588,0.18031710504065843,0.2522760136686865,0.1710368888156461
train,False,120,0.3281002657507676,0.192969517130345,0.18917600006342775,0.18147680575951225
train,False,121,0.3181551090575191,0.22937740883827404,0.1604408265587761,0.22297818866727132
train,False,122,0.5206517918456038,0.22795236248695203,0.3880690690835091,0.21492738559241878
train,False,123,0.6859459749943,0.1839043816645661,0.628874634380369,0.15906998791279747
train,False,124,0.6291673108012403,0.250655809686582,0.4946294249802654,0.2381137651304411
train,False,125,0.5862472441232346,0.15612933547098332,0.5171570856188465,0.14775852848098175
train,False,126,0.5706068565930021,0.15445859852599217,0.5077583751092236,0.140373509960704
train,False,127,0.6391494840007607,0.2002801652918299,0.5516443070968142,0.18173769871817677
train,False,128,0.5374574074455934,0.1906752265793622,0.43699241153056095,0.176509442849922
train,False,129,0.2720496384573485,0.1921145459593562,0.13627542837886214,0.18131630438129293
train,False,130,0.5216356367206392,0.21042633282924306,0.4022098444746625,0.18873899284054238
train,False,131,0.46447529817498934,0.1505128069499981,0.38206136875406244,0.13756023943493295
train,False,132,0.5234450148597197,0.16013202975671426,0.46418639739255907,0.14485487841507208
train,False,133,0.608975505570264,0.18130020188010895,0.5423323309043413,0.16744122237519982
train,False,134,0.7589570819186071,0.20823608702676244,0.7042508483472423,0.18894625272740775
train,False,135,0.33871654121675615,0.10558803958690577,0.2822781876099572,0.08987114858296753
train,False,136,0.19427898945858707,0.13325508928523774,0.08859087028174098,0.12409597521886635
train,False,137,0.2688142423641594,0.11465703507725722,0.19421516207346873,0.10378740665345373
train,False,138,0.6211692402050012,0.21215748101915546,0.5281558257365689,0.1830905534142875
train,False,139,0.4193579275990342,0.16230004535390077,0.3166832620311963,0.1447533465813008
train,False,140,0.32156409759573923,0.15867398264794577,0.20860153925098152,0.15103068157518176
train,False,141,0.31888173721706925,0.1306884504265271,0.2454997421830344,0.11686099060071535
train,False,142,0.7308439501952034,0.20541667492414278,0.6699966970053376,0.18068220430714874
train,False,143,0.46404188489189396,0.14288233863900623,0.39482324289467713,0.12131737085947643
train,False,144,0.2773585528903389,0.12244362654505703,0.18960543165153296,0.11266969156075866
train,False,145,0.4855441317351553,0.17094842902054683,0.3941710600195627,0.1592966179544372
train,False,146,0.2685865747447385,0.10215425741425775,0.20197039439715708,0.09442189979077313
train,False,147,0.5706212345027019,0.18009424582485387,0.4768036712881907,0.16569888577230582
train,False,148,0.16469752719388428,0.06674331996449866,0.12113541831856825,0.0568043741432869
train,False,149,0.6832978497195553,0.10633461142988315,0.6595879687843912,0.09710307233520483
train,False,150,0.6663184549453857,0.16198116957131353,0.6140324178546469,0.13910795080668698
train,False,151,0.5150544649861585,0.16830596840714665,0.43837000745507154,0.15428515837593232
train,False,152,0.5360415633043908,0.13875652888416032,0.47147745953566006,0.12444149781270478
train,False,153,0.5219694325489261,0.16322674620122454,0.4355331000767287,0.14483293371043338
train,False,154,0.22888898512480213,0.15533347142423165,0.12107475160049791,0.1514035713385434
train,False,155,0.4901988542886993,0.1451343960701713,0.41581248549173744,0.13424098097982248
train,False,156,0.565814547185033,0.1211038203357793,0.5187942534523319,0.10387115455838297
train,False,157,0.47962476225473105,0.12691358876012965,0.4324160787907842,0.09592912124564221
train,False,158,0.5147611021080367,0.1243953277234051,0.46479017894518476,0.09484791663940795
train,False,159,0.3289116938096618,0.11674618421271203,0.27343258222163097,0.09960096470359929
train,False,160,0.46565636438786245,0.12998330804727107,0.4052117205071658,0.10330395128701308
train,False,161,0.1602765747997704,0.07699205680801781,0.09899243861115266,0.06845917906139681
train,False,162,0.33830637851876433,0.14716714054774876,0.2575999595540777,0.12506526200112442
train,False,163,0.5945332458458674,0.0987254453164193,0.5651590807017303,0.07664080783978779
train,False,164,0.7669380592705437,0.1124155801937213,0.7530050189923879,0.08640946849969529
train,False,165,0.5999543476888549,0.1080895250682374,0.5708251893901176,0.09233697528479892
train,False,166,0.3903799760440073,0.13754822996980995,0.30324872370168643,0.12203524318577927
train,False,167,0.28926237012720235,0.09840806028175762,0.22824574725942484,0.08932163172400778
train,False,168,0.43191294686423565,0.12193474460838684,0.3741352931694985,0.09133577757927676
train,False,169,0.68668039144688,0.12873587550065693,0.654809095100586,0.11275224194907903
train,False,170,0.2732458937387983,0.11174969298919199,0.20560624662523472,0.10004952638418237
train,False,171,0.2765651430762049,0.09976148062330602,0.2139504756657162,0.08438280732948883
train,False,172,0.3800259028842711,0.0986040637204242,0.3320294796148758,0.08918884828618466
train,False,173,0.4986334179707253,0.12192265267718727,0.4427624274840463,0.10511757649567158
train,False,174,0.286608380297125,0.07392367999272241,0.24462621361725936,0.06107087462390243
train,False,175,0.7055310369594258,0.11083116715517785,0.6895613234968682,0.08988657513447179
train,False,176,0.31726425305997574,0.10066629480131661,0.26612701231171093,0.08865600922391813
train,False,177,0.20750785623182047,0.06283895953546632,0.16825103465573688,0.05253264632883769
train,False,178,0.24147966712636232,0.1174246037373452,0.16308803981358086,0.10368383609332683
train,False,179,0.3112698607105359,0.09873878613276876,0.26012113333624,0.08418586153955593
train,False,180,0.5515778796424834,0.14226606580916012,0.5227781432630596,0.13552706095611258
train,False,181,0.2672952887817819,0.06662704583579605,0.24170066782115696,0.036033917326056715
train,False,182,0.4202182392904899,0.0882905344786291,0.3862484297689965,0.0744339778750264
train,False,183,0.2332759371956236,0.08855819174683008,0.17530666753106416,0.08065543477128605
train,False,184,0.17236935866420536,0.09116786125836254,0.1005768904231447,0.08622980321688868
train,False,185,0.3784696801991315,0.1057794161169962,0.32023349815755325,0.09092182809798935
train,False,186,0.49259849405464884,0.11924837939899864,0.4351491876254662,0.10624475943437324
train,False,187,0.15704378351462164,0.08178624471744661,0.09279399149664283,0.07653284366176129
train,False,188,0.2414016658498452,0.07408674593721626,0.1963291872532465,0.06572249093107428
train,False,189,0.4442240451347866,0.08068494551202839,0.4091554113138708,0.06802106705269735
train,False,190,0.23430925527412708,0.06934334463692957,0.19503810090480475,0.057150206656757276
train,False,191,0.1462336426388716,0.07273537788303261,0.09811391685943352,0.05815329596175715
train,False,192,0.4687785707985838,0.12433412284739485,0.42477515576555985,0.1114911547193132
train,False,193,0.16387974930285468,0.05712715574131079,0.12081345564673963,0.04927720655730046
train,False,194,0.2517096482956511,0.09468171123884853,0.19226306598947385,0.0818583134272692
train,False,195,0.458128760855627,0.0940465943031005,0.41544713014191714,0.0790471921660626
train,False,196,0.5644412474130759,0.12485411832024,0.5200093214605308,0.10035025227725908
train,False,197,0.37144302425559306,0.1176129704672411,0.3115948148804543,0.0932673699841187
train,False,198,0.1613927809763769,0.06130486721386842,0.1204032471430987,0.058625833067217054
train,False,199,0.20389744047198136,0.07071462230782007,0.15837044697852906,0.0652664528660686
train,False,200,0.6052017146563526,0.224693885116059,0.5001152504426688,0.20874576840349157
train,False,201,0.6163209827712184,0.23030842425481488,0.5078143305220175,0.2164436824748771
train,False,202,0.6139553664357701,0.22933640749990428,0.5060507254100425,0.21462826977551883
train,True,0,0.5470196152586836,0.2906334551718649,0.36013160040078257,0.2791043842031313
train,True,1,0.5021965632112452,0.20600259786873912,0.38482493537708745,0.21811232956612459
train,True,2,0.72990929035659,0.20304368783449123,0.6333710645821728,0.17480423441181273
train,True,3,0.6235595637077855,0.2733317325503563,0.5072430317524982,0.2509634037701551
train,True,4,0.4790342620726729,0.2522633926197229,0.3095425532307508,0.22047480064194522
train,True,5,0.678474544575093,0.3526846529242978,0.47494945138476447,0.3420651042437575
train,True,6,0.5666533556417961,0.23933726640469058,0.4108474418693446,0.2235796567943974
train,True,7,0.39357454176092194,0.27822031383439755,0.11625638834094743,0.3211227285242537
train,True,8,0.6049040937474267,0.2677576168546741,0.4552380213008996,0.2318519044336089
train,True,9,0.22874942515928506,0.1311506974547918,0.1252589299293435,0.12631830223968774
train,True,10,0.3614744253399888,0.10373047302395323,0.2772927669698981,0.08710294989989792
train,True,11,0.5213422365350525,0.20299955972990358,0.36759959437642187,0.18448175060354632
train,True,12,0.21716284756825333,0.13237116531554746,0.10691301535461413,0.105246535499856
train,True,13,0.5592643532953858,0.20617836580952945,0.42017778628070696,0.21601082726751353
train,True,14,0.7884647586573962,0.19873614893481176,0.7308691747155289,0.19147604616940547
train,True,15,0.4105233081216164,0.1411111945065763,0.35724624861822374,0.05489668250341643
train,True,16,0.33371989969115984,0.13658137782782795,0.22373176979260342,0.13795943590069212
train,True,17,0.7322705941361775,0.3052194623911005,0.6325336741089639,0.22839519892422291
train,True,18,0.434392153586093,0.16597782031069563,0.24947745342584468,0.22481870664242423
train,True,19,0.5208407667597814,0.12587725191682533,0.45391354325131444,0.12439923868903718
train,True,20,0.477585795625169,0.17745087396734738,0.3759062921601522,0.15653509338686983
train,True,21,0.38253237567250986,0.12835696222716278,0.3058984849176433,0.11320331652640338
train,True,22,0.4983963285013302,0.15199965088653042,0.4123344898774916,0.11485504701844441
train,True,23,0.24943808099181072,0.05980621229474253,0.2195229952202732,0.045761184707760826
train,True,24,0.4789779548798218,0.14395455717678976,0.37584942946133526,0.16552890939477924
train,True,25,0.2874598040787627,0.11752834190822391,0.22119885542713494,0.09886379756062584
train,True,26,0.4952262461215428,0.17644353648451172,0.3685298342675827,0.18847616034114048
train,True,27,0.47067002742250613,0.18351541829297272,0.35218579499878033,0.1820679344615179
train,True,28,0.40876295298604776,0.1259889476263091,0.34494193689777997,0.10658381199660817
train,True,29,0.43472306484096873,0.12994108614806277,0.3288068991392495,0.1414496817905567
train,True,30,0.7437037534713019,0.22981050469716993,0.6763584355481762,0.17233530023010982
train,True,31,0.5143838679435867,0.15257578315386391,0.43426732147475294,0.11127520562545556
train,True,32,0.6410043606049639,0.13817762138321704,0.5541318627109558,0.15656648288372213
train,True,33,0.5431852486839158,0.12555461844324534,0.4646897183876213,0.13777853784903252
train,True,34,0.5806632598865836,0.12388783706393684,0.5292886984953691,0.08511190486283111
train,True,35,0.6114547083207803,0.15960870906950733,0.5171002150082614,0.2024910597522045
train,True,36,0.5480958192781353,0.10450776591247539,0.4700832992312349,0.0870760351133189
train,True,37,0.30882496830361655,0.16451599483417118,0.1867415232172633,0.16473804394862646
train,True,38,0.41547095946758206,0.14110365756393353,0.34097466557297795,0.14264502541116444
train,True,39,0.12159475647855207,0.08170067223585367,0.0291911311548759,0.10311264877376514
train,True,40,0.3739741924714335,0.1007512392082236,0.3002115244197014,0.11140550836140906
train,True,41,0.41858056187489784,0.20789877508119559,0.2952664389222806,0.19277190120203927
train,True,42,0.12010024944552039,0.07545027371155323,0.057602253731877384,0.06730025720916251
train,True,43,0.5484850978473886,0.07474460918660585,0.4865741322598059,0.061237469704597425
train,True,44,0.5401389652333786,0.0865857983931796,0.48856249370855515,0.0609677902427772
train,True,45,0.3497610008895741,0.11408638251402631,0.29893981856264273,0.11562884197552403
train,True,46,0.12053673659789882,0.06275702504881528,0.04859893177887644,0.0697959469253256
train,True,47,0.6762292379538075,0.10046449731072732,0.6336388480254361,0.09047349375567025
train,True,48,0.2542951015055823,0.10440361921194709,0.20019297454995566,0.07334145655250345
train,True,49,0.1562875493675289,0.11939554045316936,0.05843337699452672,0.11896836764532633
train,True,50,0.26144817956929556,0.12260759218787026,0.19534000801642284,0.10359213696909582
train,True,51,0.5271351036456785,0.1395102689033653,0.44547342820857,0.10453586274925582
train,True,52,0.5020098970007753,0.13997241392048973,0.4515743651143682,0.11773438006056632
train,True,53,0.5206470667612005,0.12364714465236681,0.4390202669166872,0.134175137052859
train,True,54,0.5862749108740035,0.12236054999422545,0.5720016867865464,0.09121748822770948
train,True,55,0.5119788933465037,0.1259694700166258,0.4395734830403531,0.12725738083739885
train,True,56,0.6094369990989489,0.15801816506575528,0.5775602668195677,0.06247559850738984
train,True,57,0.3217240883627444,0.14116203475867214,0.2194453811211167,0.14637719600482937
train,True,58,0.2495833048659997,0.09573972094668308,0.19297785777598042,0.07291165961118072
train,True,59,0.5638118591659326,0.09489138906648709,0.5279832594073516,0.07630384688147558
train,True,60,0.17068276940329144,0.10208137353165357,0.07049495651886363,0.09660134042382364
train,True,61,0.09138975818906088,0.047829946792939476,0.07642842634247,0.014670428183988357
train,True,62,0.4107756264618047,0.1471662815491843,0.33648657026431256,0.14263401413892718
train,True,63,0.15917180363731484,0.0962501448106578,0.06030098580862442,0.09647406086749195
train,True,64,0.18341120769784755,0.11853141334467183,0.06502988237071987,0.12771649834732654
train,True,65,0.791932331980449,0.14809578385139774,0.7543618427037188,0.13206631139444205
train,True,66,0.2385627819354124,0.1474988468839379,0.11633445978717516,0.12297304325782554
train,True,67,0.17777172567508315,0.07609093790731115,0.0618332827925982,0.10887330988463663
train,True,68,0.48682363951059276,0.13361093195026152,0.4159298001838734,0.11894481961882035
train,True,69,0.5238977856859025,0.10955267569313998,0.3909117532868794,0.171719911428279
train,True,70,0.08889282573239236,0.025749808058259886,0.06303480687333259,0.015285058462713039
train,True,71,0.24319376678914492,0.04763525137444158,0.19604163627956492,0.044854434086240395
train,True,72,0.2191399980651019,0.10000154559368342,0.12642334757891835,0.11139856805452346
train,True,73,0.44339400688028147,0.12497654696070966,0.36468407800549696,0.12083643162581371
train,True,74,0.12436471877537224,0.0358345620153703,0.13963735575288422,-0.011560432678812836
train,True,75,0.07040220361443024,-0.008944259121794416,0.09583778805157724,-0.006344274641885434
train,True,76,0.06018269785839548,0.031643985748606475,0.01931116197350837,0.03400315808127841
train,True,77,0.2665316773177711,0.02130939462958822,0.26678461254581676,0.028843588897238634
train,True,78,0.17608213065056946,0.042289190275671164,0.1261490419883417,0.06984493350782003
train,True,79,0.1475470218663372,0.07456076995501912,0.07184807530442558,0.08427343071873784
train,True,80,0.14011060897395528,0.02510966116801143,0.08306360499746714,0.050107440366591184
train,True,81,0.45860554596664277,0.06517545934938786,0.49190322669507625,0.04432107732385459
train,True,82,0.12810620950363058,0.09359530968293721,0.026913228791692795,0.10074894198026026
train,True,83,0.4133021879093286,0.08710316371119746,0.37110559222293177,0.09849970250550612
train,True,84,0.3259032870087593,0.07097997138422406,0.266364952188542,0.08107380456286128
train,True,85,0.45242913992023753,0.04506207004927115,0.3237231342230842,0.1424040002271153
train,True,86,0.32655546755534154,0.06651044588955224,0.2629900297472418,0.08017964626489031
train,True,87,0.1668600896043975,0.04914279135800528,0.12449716205542553,0.05172204264931147
train,True,88,0.03824267139043147,0.015672519662338832,0.058393709868945966,-0.010355885227843203
train,True,89,0.060737253656000724,0.041927888236863754,-0.03750398995378154,0.09638651646311626
train,True,90,0.0927769918657992,0.016928901881160544,0.010513954006236732,0.0667497550542737
train,True,91,0.23508339283302823,0.08075366015539769,0.19133091072660113,0.07899236389938435
train,True,92,0.07829365458431693,0.013921416996707384,0.029955343612320776,0.0792443896801855
train,True,93,0.05129223251925347,0.016547880044149223,0.05165686452549789,0.005036434591446961
train,True,94,0.08000501044427508,0.044995075100976674,0.04348455240876914,0.0415028908383607
train,True,95,0.18978428382256127,0.12255372607874487,0.08008486318285317,0.10397793077370539
train,True,96,0.432105156757502,0.07197848662539603,0.427331121603135,0.05584106354722918
train,True,97,0.10061987736877677,0.05604630837460601,0.06847778148435253,0.04219316936998422
train,True,98,0.07471475072457931,-0.007370026079337462,0.04785999280407247,0.03798168089249774
train,True,99,0.11306013648517176,0.05158674680366174,0.0729691544859164,0.02876172825553994
train,True,100,0.3747003581514155,0.28800477334965807,0.1224117388098015,0.32017012289653174
train,True,101,0.772492940091844,0.2605192555049474,0.660324391484424,0.24258322580168593
train,True,102,0.6228680814742921,0.21681654688658691,0.5066143142206723,0.26979631005270577
train,True,103,0.5907421265007448,0.3366903952499736,0.33946854954377675,0.3445383849172858
train,True,104,0.34242535168141974,0.22445008933866947,0.10289568441162016,0.26538693172817107
train,True,105,0.6662830105593487,0.23846829475291886,0.5731840514270502,0.14509342022335586
train,True,106,0.2720430874744515,0.14395947034636056,0.1139216757817962,0.19291006686796597
train,True,107,0.6714294604480036,0.28065212031498615,0.4417859290601082,0.2774312126969082
train,True,108,0.7492806231004198,0.3355087119723908,0.5738558409719576,0.32591044698000554
train,True,109,0.5980208859198278,0.2698577328764245,0.4008514740890515,0.22094997343400644
train,True,110,0.39245129160036146,0.25071646484215704,0.22458776823079138,0.23755401517541494
train,True,111,0.39467178265545244,0.22237830554071958,0.25238918616421013,0.26010222825207224
train,True,112,0.652919476673801,0.1759967218476749,0.5943833587377992,0.1584710053935108
train,True,113,0.5177742499484506,0.2626303694130859,0.35694452612365585,0.3377776997442489
train,True,114,0.8595397220486642,0.2356738167282849,0.8322272204781506,0.15907603236022577
train,True,115,0.46278529217180103,0.1788650899181359,0.3415821354793991,0.1789928867976789
train,True,116,0.5887483055805119,0.1725703664192738,0.5354632987370672,0.11006901142446063
train,True,117,0.5107054373829522,0.23306769707209715,0.3152188353018613,0.20791736159634985
train,True,118,0.3962197494121468,0.15629178135579883,0.30043913398132105,0.15138187130179995
train,True,119,0.3777246819362046,0.23124259756918633,0.24268672524726845,0.24228769461102784
train,True,120,0.31075564580862175,0.15623203658598625,0.17199969099789683,0.16912392720940728
train,True,121,0.3696077024212269,0.2585340860246195,0.13368881254758894,0.2819117962979531
train,True,122,0.5327653350489282,0.24360814681237153,0.3826096344292125,0.2247900514733925
train,True,123,0.6927135859573922,0.13835157338483986,0.6021393663215339,0.15372226828874944
train,True,124,0.6390066851572006,0.18700461522707731,0.4980905833825107,0.20697041116278037
train,True,125,0.6003784585553976,0.09586144348543048,0.5462223955568605,0.07663168072383263
train,True,126,0.635675401843058,0.15809414747240483,0.5519035803675032,0.168715346203397
train,True,127,0.6333903239316551,0.17821007371190586,0.5682323523900205,0.15682366043892595
train,True,128,0.5760538928671793,0.20373210586104518,0.4529254697381983,0.21834563397969883
