group,token,n_vertices,value_mean,value_std,parcel_mean_across_images_std
train8500,50,360,0.33284267749694824,0.9575345734842118,0.6496979107268965
train8500,51,221,1.5085614713276576,1.1992301593614987,0.6358841284034322
train8500,52,222,0.74662779926372,1.8191958023689405,0.4682279902620469
train8500,53,305,1.483680749387145,1.3709513120414087,0.7346371420590692
train8500,54,535,1.9243646598341355,3.382950658271266,0.723442868965546
train8500,55,305,1.7692480711131293,1.1829070876901195,0.6490628619377493
train8500,56,215,0.40530976511647876,1.0746676965108803,0.3074318740959644
train8500,57,276,0.5210963223408717,0.6964975909214742,0.3492547351511559
train8500,58,228,0.36046344828213867,0.9133432870397934,0.5799398553229269
train8500,59,245,2.035957004724106,1.750052040798563,0.5546296115855126
train8500,60,281,-0.002957904361182387,0.7347455768000041,0.37730075116300715
train8500,61,256,0.2910807250771489,1.225842063718582,0.6562034977904354
train8500,62,244,1.126660075023521,1.110972023542734,0.6490986874841116
train8500,63,158,0.16419193090884424,0.5656069650357873,0.33563379692492573
train8500,64,329,0.5260244826760802,0.8122728289169451,0.40430540126418835
train8500,65,252,-0.6512996110453768,1.584737326370629,0.33645924992386195
train8500,66,272,-0.1130130520269012,0.8193120563179017,0.5167616289707304
train8500,67,255,0.15708852154865974,0.7175705620073421,0.46839637897364345
train8500,68,171,0.1965951160920656,1.0432171632578404,0.2286531684744621
train8500,69,227,1.0344216418128829,1.0321476805835161,0.4473701486828292
train8500,70,364,-0.1143728284060242,0.761984477322331,0.48757630687998077
train8500,71,241,0.34139682641958735,0.7231591367473934,0.29829389771700743
train8500,72,167,1.2392022988771791,0.8140738610590551,0.5599313632536318
train8500,73,346,1.1603213629746632,1.0651053677877542,0.4215127812981818
train8500,74,318,0.35353107765685415,0.679413142532201,0.4288200069586345
train8500,75,276,0.45574375842549336,0.6842549505522437,0.42329267136330173
train8500,76,238,-0.02256809123549774,0.6608992713159619,0.41574277268383314
train8500,77,267,0.7134094469178213,1.214090454891492,0.6573250153565818
train8500,78,236,-0.19406594134607272,0.7715232942536278,0.4272833115424454
train8500,79,204,-0.029341352316857885,0.6522392354850056,0.35457619296180404
train8500,80,246,0.6053443907022533,0.6410130614833368,0.43338197592665845
train8500,81,175,1.845298313419059,1.4247585646397471,0.7315356957136991
train8500,82,155,-0.1480449659650809,0.6210844831892653,0.34675572314185993
train8500,83,176,1.1305291706298188,1.0249778435367898,0.4790902563516311
train8500,84,277,0.6435600048468086,0.8708995860989035,0.383725227415735
train8500,85,123,0.19745300436671417,1.0183835504999785,0.46844316055086704
train8500,86,214,1.2067693947745137,0.9899711719697749,0.42441737378504074
train8500,87,439,0.4325368226272075,0.855407341160598,0.4318940450975801
train8500,88,319,-0.04575983325034874,0.6347942539849871,0.384802983125445
train8500,89,189,0.46371292081169246,1.0978238800436184,0.60306618394166
train8500,90,447,0.17353530774393142,0.8417936256336485,0.4913067482462972
train8500,91,327,0.8179348594775543,0.9911475110811294,0.44406547211478997
train8500,92,185,0.27731740481214967,0.7844940626246006,0.6400157144998286
train8500,93,302,0.11701348700749502,0.42296697687326457,0.24772587099231375
train8500,94,214,0.3503767654009554,0.9041992924833444,0.44990314393969205
train8500,95,192,-0.16499187865090098,0.8302896000255338,0.5457033205658035
train8500,96,266,1.1535424052326204,1.2908459532103702,0.5602176992739423
train8500,97,143,0.3370762216780908,0.6949075586905556,0.5595582964544255
train8500,98,320,0.043689972664678924,0.5732301201021855,0.35869931429059393
train8500,99,292,0.14191372097436084,0.43549027068217205,0.2696816190762913
train8500,100,205,0.4480755276292782,1.2065017820089805,0.8523591268938068
train8500,101,440,3.669556265864358,2.511950518881788,1.142189556037513
train8500,102,280,1.7975201299735362,1.8793745824624324,1.005435253619169
train8500,103,192,2.121530272678019,1.483936481060273,0.7288906603591813
train8500,104,173,1.2550430212768047,1.197254865666362,0.8257391635136587
train8500,105,156,2.4878118478608204,1.6686611652087502,0.7759829987679815
train8500,106,294,0.668886045097297,1.1390075104099227,0.8356876430905181
train8500,107,306,3.0498052660142316,2.203681461092249,1.0446268821496323
train8500,108,265,3.6177586778273083,2.5823504434094477,1.0928789555074563
train8500,109,210,2.3957965774143037,1.632586765908391,0.7368233319921188
train8500,110,295,0.8600085008122536,1.6441839943845085,1.0535674019003956
train8500,111,252,1.4274831644772663,1.2236256220367296,0.8619430724396075
train8500,112,254,3.0352654824992027,1.8941799299855075,0.7783833065044706
train8500,113,296,0.7957841483518392,1.1280607584557518,0.5161849631663388
train8500,114,184,0.5561637341473402,2.370926423961398,0.7085878369098328
train8500,115,285,1.927621473709264,1.7044009793086978,0.9866389811292704
train8500,116,228,2.7936471470439272,1.5315854579125672,0.6954141810852529
train8500,117,212,2.067993291254599,1.373689751866028,0.7369638530518657
train8500,118,300,1.638611890827366,1.4269001650419069,0.6552443499365934
train8500,119,244,0.7706212401873279,1.0441799110305952,0.6546856958806635
train8500,120,411,0.5760861821769904,0.9776985546016839,0.5453963345222991
train8500,121,284,0.4273414683208003,1.224744677663433,0.6699125249436455
train8500,122,365,2.1694228024061264,1.28294791889625,0.5329720400991432
train8500,123,241,2.0113445131596253,2.106711460674916,0.6163423566198616
train8500,124,322,2.0617661149352573,1.6037030518116087,0.5947948913364893
train8500,125,343,2.279328279218987,1.4780994141693389,0.7534019133889619
train8500,126,253,1.9968321235585542,1.3740281653597317,0.7719542924489846
train8500,127,379,2.8286796396937954,1.4848245879160742,0.6368781393408313
train8500,128,315,1.737391013001022,1.2200055757754047,0.6376662798299211
train8500,129,300,0.4848707393196815,0.8827981806005176,0.5509141985090212
train8500,130,165,1.1135757707954943,1.5172628778019908,0.7485524762943402
train8500,131,327,2.3452802176850636,1.2811614483820073,0.6645154394879708
train8500,132,310,2.0104763492595317,1.606513787583813,0.7567696574271963
train8500,133,197,0.9137423977293696,1.8696671510980598,0.6324004682142488
train8500,134,302,0.45224277025956044,1.5424516405411464,0.3992891967719891
train8500,135,249,1.5514188264050932,1.3204182285231996,0.711562199588771
train8500,136,221,0.6846918241316582,0.8729602750706076,0.7043927159833987
train8500,137,203,0.06709395362117436,0.6649971574182598,0.4047061667650131
train8500,138,430,1.8765415017488793,1.772466526722303,0.5077248389515264
train8500,139,161,1.98762453774114,0.9621573314339863,0.5575957906913768
train8500,140,182,0.7915126317098328,0.7410388336207694,0.48998972127691737
train8500,141,434,0.9859397342195695,1.1404652472805925,0.7305032060976693
train8500,142,204,2.182370129661938,2.037915354670462,0.577180567973389
train8500,143,224,2.120548150968625,1.8757115090897452,0.8399515949898428
train8500,144,195,0.8561804417443658,0.9063736246500925,0.6746076556636139
train8500,145,216,0.8283698752509264,1.1715814921479473,0.36304152838537074
train8500,146,243,1.0733989859851105,1.1314747649180035,0.835957716139481
train8500,147,329,2.2629159534959133,1.7839974062474564,0.6582426748229557
train8500,148,301,1.2594455353587237,2.3348590000774427,0.8106532455673358
train8500,149,262,2.2480306836654216,2.2437270736231345,0.8410604596104541
train8500,150,178,1.168341234920812,1.7872140458098196,0.43749357957936125
train8500,151,249,0.8784765049808705,1.1720258122815062,0.49798360646586687
train8500,152,280,1.8195792883087802,1.6493239656051195,0.5506349428941366
train8500,153,233,1.606366939669508,1.2198785849830465,0.4556046018392955
train8500,154,292,0.36441361568211084,0.8516352508930376,0.4940287409444971
train8500,155,379,1.5252022047037042,1.1159118940945991,0.5683387769909541
train8500,156,250,2.741314598461774,1.275931264779758,0.7082345072932283
train8500,157,297,2.1863017078070577,2.6216455933621017,0.9272213795130919
train8500,158,314,1.549790780782488,1.8473467700132338,0.5633113139340847
train8500,159,478,0.8708829271466858,1.2362495334264543,0.653423339843371
train8500,160,329,2.0651248752851106,1.5957433369300342,0.5798278659022025
train8500,161,124,-0.11365339762575802,0.7839379495499161,0.5375408409087601
train8500,162,192,0.904896703753318,0.9623470757838373,0.511689183767873
train8500,163,192,2.3384140787859877,1.546399819331253,0.6803326204208254
train8500,164,325,3.9704644617695344,2.6109168750912874,0.9801132073573806
train8500,165,197,1.4297477874456215,1.3328714966733808,0.6061951783596967
train8500,166,190,2.119143462944298,1.6371475904065262,0.6664560008410946
train8500,167,434,0.3347572443165234,0.7607102332662763,0.39450977617702115
train8500,168,257,1.9080603206810656,1.4650363284630326,0.5147616989761965
train8500,169,172,2.145347526166322,1.5890432248133604,0.5430443540384536
train8500,170,274,-0.0241968849983304,0.7518042871530101,0.39907164567193215
train8500,171,626,1.0553060863878794,1.0443797644836583,0.5425366331748482
train8500,172,404,0.42235351670164456,0.87406402264993,0.3731980819989213
train8500,173,222,1.1554711715310677,0.9864829200327817,0.46206436056145056
train8500,174,289,0.49038465798040465,1.3145247720535034,0.37974066274810786
train8500,175,157,2.33298011986763,2.2516527412566414,0.5782086178228194
train8500,176,227,0.47859804137166995,0.9260768714035695,0.45383817837901386
train8500,177,340,0.3256935752595477,0.7079293777753293,0.4184771649410386
train8500,178,291,0.2672817849465148,0.5688008107325097,0.3208434299847939
train8500,179,158,0.5188760215591729,1.0192132310948339,0.5304365426395163
train8500,180,223,0.3577924872044134,1.626041867444179,0.5886526552779981
train8500,181,448,1.741281341478348,1.8533558840316047,0.7081533005620577
train8500,182,295,0.7318588184163607,0.9672496657007452,0.49307588346219405
train8500,183,193,0.03376683324500904,0.6177721427719566,0.3194197621152773
train8500,184,241,-0.07651617487974488,0.7764772744332145,0.4149872746376855
train8500,185,213,1.5192407332169877,1.0627539482041695,0.5628837378250537
train8500,186,232,1.2175125460696528,0.9660621973410801,0.4110133345102518
train8500,187,461,0.06041409552474339,0.7440233958641116,0.38795005494638674
train8500,188,190,0.40413288377599105,0.6597647565262342,0.3808708831221184
train8500,189,286,0.5855924375763375,0.9069599341359794,0.4259493208574471
train8500,190,185,0.4196628346617261,0.6536902966683024,0.37604586076108415
train8500,191,268,0.7558901053094698,1.0602293141170964,0.6470478269300913
train8500,192,481,0.5297445392603373,1.269169638727757,0.43420604495930065
train8500,193,226,-0.2690761339040141,0.8468659927229043,0.6567238666294936
train8500,194,286,0.47045621043993663,0.6606098381464751,0.37380054195919954
train8500,195,235,1.4848959207322414,1.1266360398091586,0.5252630200575102
train8500,196,339,-0.32276773537641706,0.9240345138231498,0.28881510676219146
train8500,197,223,-0.06253060179067745,0.7707121451195099,0.24421743645290048
train8500,198,172,0.012504911111897667,0.8007538101931495,0.50685364774241
train8500,199,342,0.07996083063996705,0.6673801700070505,0.3643850229018226
validation500,0,184,3.0770454850153226,1.97180836987548,1.1709572740009577
validation500,1,293,1.4377014035197078,1.3456818508330164,0.8040702349339067
validation500,2,192,3.0291580745867273,2.2100404336325177,1.0081835780897965
validation500,3,204,2.8407164840704455,1.6575282446594737,0.8808404961038357
validation500,4,408,2.5484050250290764,1.3613449143313083,0.7253084972234147
validation500,5,318,1.8418467578845057,2.648675848193248,0.996526894272463
validation500,6,233,2.811353396321593,2.0575166630625206,0.929683146163921
validation500,7,336,0.4567455855986442,0.9973215152362409,0.6029054274035607
validation500,8,241,3.116587408850519,1.9355206153732971,0.8541033089567397
validation500,9,85,0.5564015402594898,0.6164517091775938,0.44843633804061245
validation500,10,381,1.338418545992733,1.225078930186566,0.8423239171793561
validation500,11,326,2.3139601746588983,1.420571230561964,0.7517415068626372
validation500,12,201,0.3956346376531279,0.8145456291876058,0.5859247544224612
validation500,13,218,2.07661111239368,1.5630337356644337,0.7765293818345937
validation500,14,326,3.269084536885332,2.85349771366311,0.9310097914355036
validation500,15,148,1.820411570575338,1.0735260698374312,0.7417497972438025
validation500,16,137,1.1484770410384664,1.0777310765659924,0.5980207896334888
validation500,17,162,1.0189949837604542,1.4783366827720694,0.47895826096716093
validation500,18,354,0.8959937880466119,1.045144830835348,0.5812018301958011
validation500,19,182,2.3219736064967416,1.1923222140273666,0.5618614333636232
validation500,20,216,1.0888854470020624,1.5122490350268778,0.8181653535960596
validation500,21,109,1.2970470260044287,0.9823528078172807,0.6969378030905894
validation500,22,222,1.2291117697881664,1.152781861733712,0.571620502354258
validation500,23,102,0.8960669367510508,1.0373006437388184,0.7748799450985228
validation500,24,370,1.822264663938044,1.2192518892377766,0.6211461044365285
validation500,25,80,0.9717075033056766,1.191035810830365,0.7965099224242059
validation500,26,178,1.5759487080962333,1.2518953380270268,0.44349737422548197
validation500,27,358,1.2450353439799728,0.9661794122228556,0.41153390273196355
validation500,28,130,1.3533183392349701,0.887214092674681,0.5196723228994478
validation500,29,146,1.4226441593273786,1.0646539486270616,0.6813602662022485
validation500,30,302,1.1527756286780992,1.6495465622370662,0.44393653244970716
validation500,31,326,1.5732837568859408,1.1736322410363558,0.4213941396511763
validation500,32,323,1.9827929227320202,1.4571506899768718,0.4943430535049765
validation500,33,256,1.2186724581116453,1.0686930559753862,0.537936574102695
validation500,34,564,1.8653649870136848,1.6100750609856165,0.6115590016121859
validation500,35,176,2.257096648651347,1.3803142451638706,0.7533569189932667
validation500,36,250,1.3817786376015377,1.1710029371996413,0.5027012395786012
validation500,37,251,0.700174981353592,0.945363023665434,0.5428338506928819
validation500,38,410,1.4631230028598183,1.2413734182835756,0.530616383925747
validation500,39,184,0.28437304387076984,0.7050228871622546,0.4273526619097513
validation500,40,128,1.3128893975764804,0.7766204937410902,0.4091665143239414
validation500,41,193,0.31203635615644276,1.0315305007193467,0.3581904269387526
validation500,42,208,0.8184100813286763,0.7771896594148683,0.545535138292081
validation500,43,401,1.875679364370944,1.631705575046291,0.45342336078563616
validation500,44,259,1.1635048727393051,1.4356942747635726,0.5669538281018092
validation500,45,208,0.5842420775809418,0.9908342658096044,0.5824269900235771
validation500,46,343,0.0822931182926988,0.751158768363051,0.44004404635181266
validation500,47,252,2.7519003579800847,2.1746792829654846,0.75836117361999
validation500,48,225,1.1306624095665343,0.8894036794912344,0.4093989751138061
validation500,49,365,0.17931912616723789,0.7412700932223547,0.45298729572287155
validation500,50,360,0.32786237917216837,0.9535130587572952,0.6353456835624842
validation500,51,221,1.5150290448946846,1.2124852045995287,0.6596529932043983
validation500,52,222,0.7558395934511819,1.7942474240569908,0.46449542864236043
validation500,53,305,1.5077421905293171,1.3932896221800362,0.7497185156070298
validation500,54,535,1.9111716427551588,3.3663769789921427,0.7249888257074123
validation500,55,305,1.7855565925585537,1.1893183639587295,0.6512529264969759
validation500,56,215,0.41172252598479875,1.0745516737104852,0.3020094069591989
validation500,57,276,0.5449933474394497,0.7034418145165794,0.34617014312146854
validation500,58,228,0.34694368287910693,0.9066695432382142,0.5566525731689843
validation500,59,245,2.0393521435481747,1.7480265259585852,0.5451780087362715
validation500,60,281,-0.017566111582380736,0.7237086584456995,0.35930062085276804
validation500,61,256,0.2803088160646562,1.26477357848531,0.661145187465036
validation500,62,244,1.150765301205974,1.1306735848947116,0.6611809937771295
validation500,63,158,0.16136949479674553,0.5493996406614738,0.31312086157021396
validation500,64,329,0.538399990136284,0.800473417970148,0.3910784505660869
validation500,65,252,-0.6311390396686892,1.5742713776780988,0.34089502376738373
validation500,66,272,-0.11951150621288402,0.8090336493904082,0.5099654861302056
validation500,67,255,0.15648832395158294,0.6959192527388461,0.44703010558543205
validation500,68,171,0.20303273648029127,1.0397294897294955,0.23664836782512433
validation500,69,227,1.0310593303846984,1.0379694330249076,0.462100882204325
validation500,70,364,-0.13836095455073058,0.7357481223606313,0.44860519576754937
validation500,71,241,0.3356653281582291,0.7227357830661927,0.291893593824687
validation500,72,167,1.2520386640777106,0.8315934758208552,0.5788700637362048
validation500,73,346,1.173247980200983,1.0658252423001398,0.4039137491045396
validation500,74,318,0.35932756605452737,0.7000414111852906,0.45372412734503925
validation500,75,276,0.46161870874431404,0.6926156822969918,0.4279131522248755
validation500,76,238,-0.022178324353375717,0.6502023330370643,0.4064226739401596
validation500,77,267,0.7147884829784116,1.237612784270149,0.681697061508119
validation500,78,236,-0.21251942364722073,0.7574547904891387,0.4102007004454985
validation500,79,204,-0.029877306173169558,0.65279506408206,0.3555434400559828
validation500,80,246,0.5939355339396587,0.6645877475968582,0.46250508519050604
validation500,81,175,1.872357177885387,1.4431257790363752,0.7376222778256808
validation500,82,155,-0.16065098247357965,0.6115814510687676,0.32572635801849525
validation500,83,176,1.146140982232689,1.0300265172052414,0.49957410467746094
validation500,84,277,0.6375395986027638,0.8891784103840411,0.4003163564058987
validation500,85,123,0.18438680064004295,1.0050545856931867,0.43710603072982285
validation500,86,214,1.221325424521973,1.0005363395419098,0.43060543298883164
validation500,87,439,0.4253424864717184,0.8570999706172385,0.4261076486261741
validation500,88,319,-0.06888628422113499,0.6184931890240642,0.3664745717629795
validation500,89,189,0.4928329344845486,1.1038657282525226,0.596428556226345
validation500,90,447,0.16953328997657444,0.8330834546343077,0.4688861403191415
validation500,91,327,0.8314988840362575,1.0128007626611124,0.45481755394065926
validation500,92,185,0.2631143568941351,0.8074034512321103,0.6623158685015151
validation500,93,302,0.10752937930940713,0.4231197608162626,0.24655623518938072
validation500,94,214,0.33719975666210644,0.9017201846257619,0.43565825842470607
validation500,95,192,-0.1645871468095596,0.8235070490679451,0.5262707872790732
validation500,96,266,1.1731169304143771,1.307336785395683,0.5658146112734647
validation500,97,143,0.3469547954759196,0.698140877895611,0.5621935180455131
validation500,98,320,0.04901453495640368,0.5947507548302701,0.38405197973950816
validation500,99,292,0.1358625385195743,0.4378076837842807,0.27437018063979474
validation500,100,205,0.4100995817070959,1.1938072077613395,0.8448440156580705
validation500,101,440,3.72082836202543,2.5294997760402538,1.1041488697593227
validation500,102,280,1.7381301605808168,1.867138795809329,0.9925442322051243
validation500,103,192,2.097524468316685,1.493251498490726,0.7217344068571101
validation500,104,173,1.2669579672982598,1.2052945871757776,0.831718155708645
validation500,105,156,2.4705116945466505,1.6682438263190433,0.801291955678713
validation500,106,294,0.587879693860814,1.1258553626610897,0.8294384633814101
validation500,107,306,3.057054264778911,2.193014625637444,1.0059907535851527
validation500,108,265,3.589339816277235,2.528379118818063,1.0240167245741632
validation500,109,210,2.3765598433237183,1.6086011007122916,0.7290688082629875
validation500,110,295,0.7963884099267999,1.618419569830826,1.0345518556315068
validation500,111,252,1.378327194174809,1.2048968383805023,0.8409626558546115
validation500,112,254,3.0539819877868175,1.89312947123695,0.7524235691345855
validation500,113,296,0.7620813119254041,1.1163504573676417,0.5114198801350547
validation500,114,184,0.5663033176902971,2.370215765943223,0.7076634572164614
validation500,115,285,1.9643191255554708,1.7251280993987093,0.9807287829108603
validation500,116,228,2.778857174599534,1.5430038519485147,0.7081530237609769
validation500,117,212,2.072904389728622,1.3482276607517154,0.6977698320223569
validation500,118,300,1.645321483238335,1.4319574652952298,0.6649988241902629
validation500,119,244,0.7259616528423775,1.011784596480506,0.6156884217790264
validation500,120,411,0.5771511972317022,0.9940676671822787,0.5511279606833681
validation500,121,284,0.4197946108227512,1.22192294190326,0.677213495823042
validation500,122,365,2.1811697870175446,1.2761369908719262,0.5225761627645121
validation500,123,241,1.9961822733929728,2.102660849781139,0.6068947269643729
validation500,124,322,2.0718633317048734,1.5926717517608981,0.5845894600357454
validation500,125,343,2.331002759233765,1.4737288930510735,0.7515739462358537
validation500,126,253,2.0060666254274944,1.3940887073145352,0.7850979756435263
validation500,127,379,2.830911144436815,1.50998210942955,0.6597006748860392
validation500,128,315,1.757296075399532,1.2294773715504534,0.6410751793232892
validation500,129,300,0.45819675780176505,0.8698198501572052,0.5493626541623365
validation500,130,165,1.1290212580694232,1.525480786221637,0.7270342055306421
validation500,131,327,2.3718882653196927,1.286970318441292,0.6621352201379043
validation500,132,310,2.015715378166476,1.60498618622724,0.7591676744496965
validation500,133,197,0.9288789978982838,1.8625640163914599,0.6319557108531714
validation500,134,302,0.466017235487238,1.526946979327336,0.3949537686469962
validation500,135,249,1.5339735822065363,1.3330097413444215,0.7255310335226923
validation500,136,221,0.6422744566395058,0.8677080168064262,0.7069926093966856
validation500,137,203,0.04683280608217988,0.6509338769306682,0.3895187260690248
validation500,138,430,1.8857792135374232,1.7832490845914322,0.511395588109679
validation500,139,161,2.0035368197923162,0.9688043731092971,0.5593383638014877
validation500,140,182,0.7772664913783587,0.7520470784121668,0.5009978882658138
validation500,141,434,0.9731351647227777,1.1614630713842056,0.7468603630477221
validation500,142,204,2.185790617494536,2.051932633268837,0.5871376416252008
validation500,143,224,2.097345815296782,1.8897136532071444,0.8369147843965266
validation500,144,195,0.8370626755190552,0.9127363549319958,0.6775055707009238
validation500,145,216,0.8116098095093883,1.1659137561567419,0.3577718472589956
validation500,146,243,1.0865583356665989,1.167178960533184,0.8745730806730012
validation500,147,329,2.302586718852462,1.8064772498045156,0.6697445826337034
validation500,148,301,1.2602242023493249,2.346283681832864,0.801682076293006
validation500,149,262,2.2817521512036207,2.265229685226957,0.8412495131623884
validation500,150,178,1.168393000602895,1.7772715108629833,0.4295132681218311
validation500,151,249,0.8793463438866512,1.1823900806638838,0.5032157666092361
validation500,152,280,1.8428836309981822,1.6579389793111852,0.5424109625873984
validation500,153,233,1.6222066817690393,1.2247118134757564,0.4510327054009415
validation500,154,292,0.34050104999276587,0.8422726514240252,0.48674729269109096
validation500,155,379,1.5480743483922133,1.131794566689003,0.5760315911898165
validation500,156,250,2.7703812965943553,1.2921194029301464,0.7212694700753807
validation500,157,297,2.156189282365855,2.6388576876303094,0.9314403499358618
validation500,158,314,1.5652212294049157,1.8684820752783393,0.5697362095685807
validation500,159,478,0.8769440600775841,1.2513241219516864,0.6652384274502948
validation500,160,329,2.076945069930448,1.61050829478361,0.5819378590603349
validation500,161,124,-0.10926927572285208,0.7671590389282316,0.5115117790695523
validation500,162,192,0.8840676167860609,0.968256282211506,0.5117696056603438
validation500,163,192,2.352172464369895,1.5615691902821272,0.7057754736470692
validation500,164,325,4.023085039912985,2.640071708921491,1.001682192806756
validation500,165,197,1.426056262029843,1.342269973726342,0.6122189935720351
validation500,166,190,2.1398371254364394,1.6434307349464337,0.6795963656225105
validation500,167,434,0.31957573724929367,0.7507877179725575,0.38200639822083216
validation500,168,257,1.9225785961779465,1.4658956916408437,0.5056668749601158
validation500,169,172,2.1484840826979186,1.608274114076293,0.5573434373621613
validation500,170,274,-0.0400002069609404,0.7485619405301935,0.3817694988063738
validation500,171,626,1.060085743465446,1.0636218564242126,0.5633020275127191
validation500,172,404,0.4202402847508673,0.8689532348699291,0.36550650616120967
validation500,173,222,1.1734352589289487,1.0003256507841969,0.4782226083779815
validation500,174,289,0.499937107249014,1.3399765347300936,0.40148606739733594
validation500,175,157,2.353982010528373,2.236094360630381,0.5534903928171537
validation500,176,227,0.47769355976255007,0.9476694390818469,0.46737858507857255
validation500,177,340,0.35034878794547886,0.7178948136212687,0.4328135152340548
validation500,178,291,0.2684485972224641,0.5736347883669917,0.31573127435905063
validation500,179,158,0.5092995985992713,1.0207288270364634,0.5224044233848792
validation500,180,223,0.3507478292674567,1.6338645706034456,0.5510658445533392
validation500,181,448,1.7791903738124213,1.8789523684743292,0.7311055497388175
validation500,182,295,0.7388289803645121,0.9877257499755334,0.507503446371211
validation500,183,193,0.025984091088929198,0.6035876644333372,0.3028801382470937
validation500,184,241,-0.09501339859589727,0.7652961206592667,0.397847264842299
validation500,185,213,1.5522064103517523,1.0824558802219515,0.5717511854396748
validation500,186,232,1.2189127060828788,0.9651180975754834,0.4103020877291369
validation500,187,461,0.05682401273607889,0.7409240495966347,0.3805674414752118
validation500,188,190,0.4129285741329878,0.6818176458108294,0.3937594047336982
validation500,189,286,0.5943580256217028,0.932057629897371,0.4414460494657223
validation500,190,185,0.39483884591502955,0.6599484669778198,0.3855493280267108
validation500,191,268,0.7471141910012669,1.055155487969729,0.6368911137917442
validation500,192,481,0.5056815220795977,1.261362629461221,0.4182116678677552
validation500,193,226,-0.29631987798741755,0.8153423629135521,0.6193879667157688
validation500,194,286,0.4783952286223068,0.6632131466332783,0.3749530482993842
validation500,195,235,1.5117166145801897,1.137832534736309,0.5277557723917399
validation500,196,339,-0.3106918484272143,0.9230713164822716,0.2836788364954428
validation500,197,223,-0.06252911136242215,0.7711140529524805,0.24600611484151574
validation500,198,172,-0.0004001240026655703,0.8228210320240642,0.5196956410071168
validation500,199,342,0.09436452620047937,0.6864895670034652,0.37434691300449086
train32,0,184,2.8982104973537064,2.057224526725322,1.356199682968145
train32,1,293,1.3917050535320032,1.304656599447532,0.7971664419852208
train32,2,192,3.144107295678642,2.1377072023189774,0.8804087812777552
