image_id,split,rms,extreme_fraction_train_5sd,raw_repeat_corr,centered_repeat_corr,different_image_raw_corr,centered_repeat_specificity,lh_repeat_specificity,rh_repeat_specificity,session_1,session_2,session_3
144,train,1.9598366122835542,0.0,0.5851472866790164,0.20378284902284025,0.5426366238080939,0.14453344190919573,0.05243468118891686,0.20261160460558922,35,35,35
147,train,2.3024541483037932,0.0002461794837805594,0.7573097669244028,0.4746814094019165,0.5107153260593984,0.5516595864539778,0.3925033391969916,0.664740198827416,19,19,19
154,train,1.9461469907216054,0.0,0.6667448635274953,0.2608458842822044,0.5112413060352269,0.2010093348892298,0.2483891174626661,0.1555460357477494,26,26,26
155,train,2.1937764067721623,0.0,0.6749786962272927,0.3445712957245124,0.5460999538082972,0.33595847256982175,0.3734863252447517,0.3018722679786192,1,3,29
156,train,2.0168076698013535,0.0,0.6779539162597072,0.2471789421657049,0.578649263664881,0.18032306171725163,0.13063749859986507,0.2162039576891713,28,28,40
169,train,1.9987168455980637,1.8936883367735337e-05,0.6504832153781116,0.21904973098250888,0.48554496872597025,0.244441980346351,0.18483600140289644,0.2418317248391113,37,37,37
176,train,1.569903371770643,0.0,0.460384109009578,0.2880315125474748,0.5221947163067752,0.23819921407276948,0.3282193778395228,0.16521012623011608,5,23,25
179,train,1.7023851121479265,0.0,0.48773720592541764,0.1109090912486038,0.46226714832324384,0.037662079208040315,0.012668520500439465,0.05736032814144138,21,28,28
189,train,1.6123928566009305,0.0,0.4905350690022101,0.194266145517724,0.5186417906401778,0.1776064099142611,0.2732232169279094,0.08964717164678115,2,6,24
192,train,2.4834452013452673,0.0,0.7234172747270611,0.27218584888499503,0.6137809797248212,0.2320014965516244,0.2385699439509125,0.2255894442267743,12,13,36
194,train,2.3554131136886713,0.0,0.6727061811527214,0.21603857936695547,0.5357186313927614,0.20394971572590856,0.2566381517331653,0.16692180684262517,30,32,33
198,train,2.046495981943727,0.0,0.6083100682921079,0.1040897326833004,0.48485689005466037,0.14762622093704755,0.15916993568455637,0.13396787924418352,15,17,33
200,train,2.606562742277018,1.8936883367735337e-05,0.7487652496677778,0.42351821002461615,0.6474427930969142,0.24773200153717556,0.22600171421895487,0.26349698151249584,3,3,31
204,validation,2.1141145210728447,0.0,0.5576278555652272,0.11828855554585198,0.5408529186629641,0.16916284379472923,0.1796906647027797,0.17823254738395897,1,16,24
206,train,1.9316379319306531,0.0,0.49735546991926954,0.18779095997894532,0.47475119759908485,0.11574060498739958,0.17129312158197485,0.07482852928755925,3,3,11
214,train,2.0250253319318583,0.0,0.59934003061921,0.07174935594735704,0.48645257546071047,0.02580158409173883,0.06855446994842594,-0.007687042390579185,8,8,25
221,train,1.8631354851113355,3.7873766735470675e-05,0.618648968122671,0.1768389753724814,0.551699822485649,0.12538351457332841,0.13338841611837485,0.1174971088329364,2,19,19
222,train,2.12012372103424,0.0,0.6601587121777327,0.2564466792407804,0.5381536068107741,0.23781695129458505,0.28731181106118237,0.20328242437540278,24,26,27
224,train,2.1885761796580994,0.0,0.6657235169250242,0.2040920258406196,0.5281274322394776,0.2884258966310061,0.2806368940319173,0.294478681383721,14,17,30
228,train,1.904730519228472,0.0,0.7138468218128686,0.311349209877822,0.6189712321315274,0.21114741183365462,0.12393443413960303,0.2716510379608111,4,4,19
236,train,1.7562858654376965,0.0,0.5467421600411083,0.052636493550553866,0.42463701975875656,0.06958577779108747,0.09509829041412822,0.04654024243866697,30,30,31
239,train,1.5650767945629949,0.0,0.50177808710449,0.171703830589812,0.408095990821329,0.21553018824571668,0.2827078194008069,0.1627625841523537,12,14,20
242,train,1.9736671970911348,0.0,0.7045020967422705,0.34743838329450183,0.5549426838873953,0.3275774975596777,0.3661041043388593,0.27848113464669083,13,36,39
246,train,1.7657264798899754,0.0,0.6655620676834114,0.27237638047467033,0.5320473858309948,0.25920390291709666,0.23403440244114318,0.2828465726104141,30,38,38
251,train,1.746488864299952,0.0,0.49561835327110887,0.3833263361090551,0.33522919144679264,0.3758849387995821,0.3853930179750959,0.35432710287175184,8,21,23
266,train,1.7028604097048292,0.0,0.5632113922164877,0.3595702555058697,0.484893877366733,0.36791301409070853,0.3828153403963122,0.36571024227699533,1,25,26
269,train,2.288498424219055,0.0,0.7128572697271093,0.2026159772538442,0.6340242908396484,0.13714302767943365,0.05654114069650803,0.2028895871648999,9,14,15
270,train,2.045936921173045,0.0,0.6812898665661273,0.22985025050505103,0.563864690257298,0.1083376849321881,0.047951620460707715,0.15229771460278962,28,29,34
295,train,2.2752769124666727,0.0,0.7059352360449012,0.2534232948744359,0.5025654842527952,0.24924986797425663,0.2865070475060579,0.2209226410286483,20,20,31
304,train,1.8588891585372531,0.0,0.5562929123304982,0.11326588897322463,0.4949602660133709,0.10098930442547412,0.1167651528699627,0.07944682824324778,13,13,13
317,train,2.09555092903538,0.0,0.6765158639877137,0.25809875421951706,0.609897473048278,0.242689619528574,0.3429859548549837,0.1772733731590751,5,25,25
318,validation,2.0794869783625662,0.0,0.6521938883604016,0.3632332396209658,0.4241873825754336,0.3496397176010931,0.387719017087939,0.31940215724963655,31,36,36
322,train,1.8396068428776788,0.0,0.5280686343341253,0.07944516982229488,0.3365017848757512,0.10206336665887304,0.1405392145885537,0.08220111120715394,6,38,38
327,train,2.4207468777509225,0.0,0.726225799415802,0.3706819025731667,0.527548549072775,0.39649670370576384,0.37687927250265923,0.413857488526807,6,7,18
330,train,1.9430254373833697,0.0,0.6805989526667259,0.15360118103315756,0.5836760835508173,0.1089728165275461,0.11769692240927299,0.10170774831120627,15,27,33
351,train,2.019869222950269,0.0,0.5471767381801779,0.05856358464124107,0.6124843392620244,-0.06677841522931686,-0.06405733472433944,-0.0701000136034902,35,35,35
356,validation,2.2009519676842744,0.0,0.6511295181338065,0.17319642404993754,0.4500197990924417,0.21455505429601893,0.13150050677076383,0.28024008063762673,14,15,15
384,train,2.214950762000665,0.0,0.6008596672471471,0.18118695212882266,0.38549908027974866,0.19179026653735154,0.20492831497934913,0.18341462190357513,12,13,13
392,train,2.2335550083527695,0.0,0.6323423775987607,0.24387046971272577,0.5229204804950799,0.2502441271136408,0.25922896276302615,0.24372995046860424,4,6,13
398,train,1.9264523968116118,0.0,0.6427005710444288,0.09934247277186459,0.564434131404235,0.16916782897580465,0.09315317390995671,0.23578785844720415,5,13,27
402,train,1.481103462283066,0.0,0.47954709941432755,0.19689150485673226,0.5349782409847236,0.03936897519822324,0.03400559740811574,0.038685635642725175,33,33,33
409,train,1.9537045839157476,0.0,0.5896748891002993,0.11405628867144606,0.5324830624998937,0.09348989650062989,0.022444319666560807,0.14085715769050805,1,21,21
418,train,1.9509247352658758,0.0,0.6767719708328009,0.25644203552755473,0.6076564990928777,0.20949532573831306,0.1940301317050115,0.23715028306476058,34,34,40
425,validation,1.8708536664576976,0.0,0.5970086285659965,0.15066717899988077,0.6009109345001266,0.10097517904674713,0.11339042469185023,0.09714373147794551,9,30,34
429,train,2.0248208164134116,0.0,0.6005666555610426,0.1907602481647911,0.5513458577477744,0.1585412468062647,0.0853580935867118,0.22326126918512593,7,7,7
443,train,1.7762461848581295,0.0,0.5934346305563162,0.09144203235261546,0.42034372505086876,0.17268985347082447,0.1836545443226313,0.16780069018361274,20,29,29
444,train,2.760985133398928,0.0,0.6693674507043358,0.13979933215824256,0.5552228031540912,0.29816073060833953,0.29414519298467695,0.29633714909855874,6,36,36
452,train,1.4838813421762271,0.0,0.46257736921915255,0.2770629498848807,0.4571559796998242,0.30977578593857563,0.3470473968881813,0.2543016509900489,19,36,37
458,validation,2.09359147324382,0.0,0.5625912476841631,0.0784797829085039,0.61041988591775,-0.02193586314934785,-0.01728733292484703,-0.027507264860955182,33,34,37
459,train,2.4532411817934103,0.0,0.6963222165816024,0.220419944592969,0.5545931470231896,0.2901251385741369,0.3264030647589167,0.25325470896722774,7,34,39
470,train,2.7591063792945496,0.0,0.7054485412210879,0.22801963916637258,0.6214043278658324,0.17337956411178015,0.2125094802038471,0.1503120614120167,2,12,25
477,train,1.9112407954890405,5.6810650103206016e-05,0.6178348645393168,0.2704401344238246,0.5316557189348794,0.2792214208053543,0.40880127436776953,0.17006990752714682,11,11,12
484,train,2.3349915212728485,0.0,0.7226471334438925,0.2896272227610499,0.5255041985265897,0.31033991609352235,0.25852966304205194,0.3525677691505473,10,10,19
485,train,2.2910278922831075,0.0,0.5968854690582506,0.18818742865494067,0.4069945657505099,0.15356375025992744,0.11567570339206935,0.1878891144330079,13,16,16
487,train,1.8244489866686855,0.0,0.5504787546131771,0.23673041834607123,0.42883350906171724,0.22891984166178933,0.12577021297414587,0.31499027730681767,19,40,40
488,train,2.205529845720453,0.0,0.6455288756190926,0.18551910608169328,0.4876309573812649,0.18113832589051507,0.23960091880037582,0.1334007176998073,1,2,30
513,train,2.29680932285727,1.8936883367735337e-05,0.6072171081895711,0.14066272337947758,0.6456953382652375,-0.014651267760515202,0.06882808632015543,-0.08075770490442714,5,5,6
523,train,1.9784491075311794,0.0,0.5642239522342513,0.0550774712011344,0.5467261453614443,0.019754807380871837,-0.00960224033477299,0.03808198574091223,5,37,37
543,train,1.7384485882680287,0.0,0.5200008517819733,0.1728211600658228,0.4877009941052414,0.1413471093626811,0.19781091278022223,0.08043263644299282,23,24,28
552,train,2.188173425080145,0.0,0.6839975733881243,0.3287074747322253,0.3522314860303415,0.38508294947352645,0.4835505342339043,0.3090950562895261,26,26,29
563,train,1.999434106225282,1.8936883367735337e-05,0.6978933099372915,0.5236731089647971,0.4485978899939021,0.4788853152486032,0.5253187038793119,0.42988215640991706,25,25,26
571,train,2.0548577326081348,1.8936883367735337e-05,0.5250656269220303,0.11140583495054256,0.634500547609368,0.009843965665220592,0.06725750782463087,-0.022619415060362563,1,2,40
605,train,1.7842155401684499,0.0,0.6307645628538555,0.19907820322674044,0.45175691096982873,0.16312324514191331,0.14511867531971123,0.177437912733456,14,22,32
608,train,1.9646382430914928,0.0,0.6194976484095366,0.12348726820883865,0.5123802020610432,0.13009734709162865,0.04968370529561711,0.17520558503993486,19,27,34
637,validation,1.8935319570496068,0.0,0.5933679282174245,0.1153485131328738,0.5233930229111462,0.1563486596725516,0.1007740564964373,0.18895734726922395,2,4,26
639,train,2.247501473552442,1.8936883367735337e-05,0.6938384393265628,0.29225789335836394,0.48156535432667175,0.34792710968391405,0.42301159387882153,0.27118363967564846,22,33,33
653,train,2.254254212915003,0.0,0.664832422091056,0.19153563185790637,0.4761945978940852,0.2756794679545613,0.2671260320715094,0.28126286432695485,5,26,31
670,train,2.4601337746171885,0.0,0.6992155372147594,0.31837661801341705,0.5729557022901647,0.3214100892958862,0.22351931286836169,0.36958249364800516,5,8,23
678,train,2.0702770490470366,0.0,0.684594654839913,0.22140960744336383,0.5819798236160867,0.1876350857417497,0.2552261174741259,0.1292326048831639,12,21,23
682,train,2.208020923140223,0.0,0.588797363602421,0.1459309695278679,0.4408417502974354,0.1525131561415384,0.2100290205349998,0.1170603938111579,1,8,8
683,train,1.5587402375099515,0.0,0.5777629766901169,0.334094538362465,0.5186091467143024,0.10399820309933037,0.0735226145551377,0.11643181322485464,37,37,37
688,train,1.8365255159121572,0.0,0.5933192154460666,0.311612678977858,0.5135518726129243,0.30507122724549135,0.2686456622804609,0.3402852029521466,14,15,38
709,validation,2.227775195287455,0.0,0.6159430826900246,0.19112843124388953,0.4562084349397588,0.19818035252170552,0.220196405991371,0.17674801157774914,16,33,40
717,train,2.3059089694286303,0.0,0.7073333905305367,0.25463159461869095,0.5084311617231454,0.2167233795362458,0.2009400991976257,0.21644884641675932,15,39,39
718,train,1.3641923426382163,0.0,0.43478670601885766,0.31910276891578565,0.42940879157668627,0.4427707613847278,0.3782111790297582,0.48749852759738294,10,16,40
731,train,2.655917451427944,9.468441683867668e-05,0.7374365492208845,0.374798600564974,0.598169576040878,0.286596167152144,0.2993625113821941,0.2701120529744794,31,33,34
750,train,2.1481902875637293,0.0,0.7061420369958884,0.18029521359625122,0.5738764610552521,0.19704860833577395,0.21893050273717418,0.17789386962705497,3,14,33
758,train,2.1713590272623122,0.0,0.7143320698853777,0.29964739101479415,0.5754457410628376,0.2149992694033347,0.27207710689102255,0.15549509469118547,15,22,26
767,train,2.2138085063231423,0.0,0.6654105365490649,0.30968961041695264,0.5799210853166172,0.22631513804920045,0.1966409541957976,0.2297081427432177,7,7,40
769,train,2.2021378068557342,0.0,0.6801182378981799,0.19845676707470541,0.4498018430600386,0.31640105832650467,0.3554234113702687,0.2820261603381326,12,14,32
787,train,1.4612283542272106,0.0,0.4825681435937785,0.3713283779320937,0.1960745545747186,0.507538217025796,0.5523487062791198,0.4669058750480252,32,36,38
811,train,2.560802973460158,0.0,0.7628175444540616,0.3785212913335127,0.5871754832503139,0.33375655885531313,0.37322062104557857,0.3015508482741623,8,20,35
813,train,2.1109510091133847,0.0,0.6400591482782042,0.10072322334654517,0.5199858960720516,0.14804373580331384,0.09035610126143384,0.19231282989272738,18,39,40
824,train,1.8145120423026757,0.0,0.5099559441721938,0.22107665203547586,0.45822090202758964,0.2562641562027958,0.15898462890667697,0.3233543188343461,17,26,28
825,train,2.2553548162831287,0.0,0.7314498234589966,0.29275292781782225,0.5594849565412248,0.25445511657582753,0.22876945762067744,0.2677643411263107,8,31,33
826,train,2.0608794554401144,0.0,0.6386383177792568,0.3032341733076744,0.5164322063561245,0.2417646373029901,0.21273598569271668,0.2627023610830031,23,24,25
828,train,2.074218309988415,0.0,0.619743344148831,0.02988470164619278,0.5693812628415372,0.05849445437822423,0.03114343647141805,0.08068499917306661,1,15,16
837,train,2.0781238725914926,0.0,0.4712978326115586,0.04812432797106924,0.6179581325876475,-0.0735158269150988,-0.08379134403840412,-0.060330431096121045,13,13,14
839,train,2.482362960534172,0.0,0.6685634916892272,0.20946283608340285,0.5394037772465572,0.13139042648025825,0.16055761299312635,0.10365721694737724,10,18,34
845,train,1.9188628461542925,0.0,0.661941737892252,0.2966638246764722,0.4071519690070742,0.3554418038736559,0.4261523521934339,0.2981199782662305,38,38,38
846,train,1.8325080266666731,0.0,0.5792109706324672,0.21039579688964719,0.5135785899630979,0.1569545346168289,0.21022019018772667,0.13159126837264232,12,12,12
867,train,2.094675967289281,0.0,0.704044823149959,0.42020385281529493,0.4579750350613836,0.4702225245913803,0.3897473977899048,0.5184979611579298,24,30,31
868,validation,1.844983614027735,0.0,0.6779465317863197,0.27952749099324686,0.4886020742979504,0.24121816553387043,0.2499479039860287,0.2185058093986562,33,35,35
876,train,2.1302047795053647,3.7873766735470675e-05,0.6052998935602265,0.253070238016025,0.5288525254455037,0.2740865578292059,0.249476559517628,0.2766825099895467,5,11,11
884,train,1.9906524473984417,0.0,0.5109378683475758,0.05398968465039284,0.49711632981298726,0.034796349274066427,0.10583638348967779,-0.01981470745468351,6,8,22
908,train,1.5931708114082457,0.0,0.4833393056826704,0.24864757018823536,0.4452728310118575,0.23970555049738498,0.22123072030996627,0.24755680842447983,28,29,37
912,train,2.5268699157391157,0.0,0.7348321049136928,0.3028654721249297,0.5678743527311926,0.28451386792028255,0.22271003169630954,0.3239284445140522,6,22,29
932,train,1.4692332516639042,0.0,0.4998838856731755,0.40980903128100926,0.40168526769184226,0.45410818890365623,0.5374722924200636,0.39016975272368987,26,30,30
946,train,1.9919449060994163,0.0,0.6381745847675911,0.20193652830013745,0.6172035465542135,0.09217544799596056,0.09791111893048597,0.08985048474695667,38,39,39
953,train,2.3708206024227207,0.0,0.6433350727751069,0.11860251855220649,0.5494408589765819,0.15253862261793016,0.17669073487346712,0.14042875802123497,8,32,32
969,train,1.2527472338274783,0.0,0.4670908543068207,0.33199366797790963,0.4198958683020213,0.28281119292693174,0.27091036452400874,0.2902148503259347,4,4,22
971,train,1.943538226069032,0.0,0.6192945196629064,0.1479751472547272,0.5227373608499285,0.14403231537225344,0.15011632302757003,0.14219268700912613,16,27,40
976,train,1.7956941121081822,0.0,0.5941967394133468,0.21701676299180886,0.4988163811870619,0.1987895995214544,0.22312774433108254,0.17860830529631136,21,21,21
985,train,1.74989041733323,1.8936883367735337e-05,0.409985326002318,0.13241568437391402,0.3794111583981403,0.0950300028340376,0.046953811263667544,0.13046847827693855,26,26,27
989,train,2.1352199919265384,0.0,0.6423472753341576,0.2927958987281239,0.4606313248206772,0.3155435894359999,0.1178203887673998,0.4374153792024678,18,28,32
992,train,2.3024221815282844,0.0,0.6923059356019464,0.3089514492233953,0.5544006781830668,0.39223750758295123,0.2535107761224361,0.4952660899086001,21,22,22
994,train,2.2229388359953837,0.0,0.7268045231549655,0.2088799537801134,0.5147030500129799,0.25916152490065664,0.19549413530204485,0.30692596543775913,7,14,19
998,train,2.1246896227087464,0.0,0.7415566450659065,0.3442071776680878,0.5053153173161373,0.44024656907822585,0.3839108712892913,0.473378581524102,7,14,14
1013,train,1.8640754923613119,0.0,0.6483448772378553,0.3291947781718982,0.5667288434959276,0.17658375605523924,0.1690754089008265,0.17729756294259869,2,15,27
1015,validation,1.862728407627938,0.0,0.6302932178183445,0.32946487052564066,0.5078155048833558,0.2797024648089572,0.29256973651304935,0.26252043599939995,28,28,31
1035,train,1.8868793950396232,1.8936883367735337e-05,0.6450965980085807,0.31943601918265746,0.52875028014532,0.2738917325400616,0.20052177385898692,0.32996830395043114,15,15,15
1047,train,1.7645847578725316,0.0,0.6483592006574577,0.18360996880134542,0.42190826218845573,0.2675700997314384,0.33014664562652,0.2208849254054487,13,20,36
1057,train,1.6052444908477497,0.0,0.46820058743816384,0.20634153188949197,0.4130518342012934,0.2785287194836947,0.2303231146971888,0.2972025681063816,10,11,31
1058,train,2.3643296191992937,0.0,0.6665647588081095,0.20631037451290177,0.5747406126899097,0.2309660725545889,0.2610779440324389,0.2077926874778563,15,15,17
1060,train,2.0578271893479805,0.0,0.7115490189456413,0.3067068272243199,0.47508512812308346,0.27395114373492974,0.21850560111108605,0.32780611712470287,19,39,39
1065,train,1.7875160702818222,5.6810650103206016e-05,0.6619291210931277,0.34196844532102255,0.4792312135217096,0.3912983468269877,0.3941238443709385,0.3914313368485065,4,4,4
1078,train,2.301263858222691,5.6810650103206016e-05,0.6849463597698354,0.3568742922426715,0.5801521371461237,0.2910011221725765,0.2939601773240332,0.286875715949404,10,34,34
1082,train,2.0086949114469195,0.0,0.6808204483508703,0.17637216585475712,0.46186374194830976,0.2072898595185159,0.19460535865056808,0.2201810453803138,1,2,39
1083,train,1.446773844025883,0.0,0.5118830503715639,0.17836026307417177,0.4614495551873455,0.19283647884880206,0.16978089500657964,0.21161353234627955,8,36,36
1107,train,2.7937060564187477,3.7873766735470675e-05,0.6926144944328056,0.25454574466481655,0.5868313512956052,0.32327661924036083,0.32268485686352033,0.3263525484122321,4,6,34
1128,train,2.3911152635946427,0.0,0.7263311228383348,0.32787448328855423,0.6496487691601033,0.10604169720963447,0.11103404095777815,0.10678731310780487,2,31,40
1136,train,2.4355535097414567,0.0004734220841933835,0.6392854109750611,0.32694849415433475,0.45996858536367236,0.3541648213851016,0.28290921983216205,0.4243579646903981,18,18,18
1138,train,1.840297224615678,0.0,0.4996436040329241,0.0881385632173195,0.47929469349583503,0.1462201550699374,0.12113474788439656,0.14079973267873333,7,36,36
1146,train,1.9923765772477084,0.0,0.6015440491438979,0.3104289233024387,0.480955474224718,0.22609845613831914,0.16191277102971607,0.2692265957865128,23,28,28
1159,train,1.7688223223232415,0.0,0.5757772639387546,0.3911905314352002,0.3770268726787191,0.42034749048388415,0.37285515054430435,0.44801614562310327,3,3,26
1162,train,1.838405906008075,0.0,0.5863003039102028,0.14040573589461103,0.4884904779061457,0.15347843586580842,0.12173150436271556,0.17928362300738399,17,17,23
1174,train,2.4798327299635794,0.0,0.6655714042711077,0.23741158198530998,0.5037827400526614,0.11977459134541917,0.13489500908621635,0.10643472568688735,1,2,6
1181,train,2.9012461860013565,0.0001514950669418827,0.7231951735738044,0.3660900190735201,0.5130552901004901,0.39143979292023845,0.4648610917850853,0.3324817304446426,2,3,5
1187,train,1.7981826081486645,0.0,0.5338445275024478,0.15195947901406195,0.58060216367459,0.15756400796914177,0.10505923829743662,0.20472478921771065,19,20,21
1192,train,2.166532683002739,0.0,0.7079058970276618,0.21736165932255877,0.6008313920836532,0.1520757315731299,0.16691766210761796,0.13636566782951745,13,21,32
1196,train,1.6530320310232751,0.0,0.586656562867092,0.29507992222865614,0.5377225113038593,0.20580850245881477,0.15110991599221224,0.2370964706251657,14,26,32
1197,train,1.7785608328485663,0.0,0.5543070678272136,0.05231426041858355,0.48851580108018583,0.036755166573354814,0.013062298113349026,0.051844056225962554,26,39,39
1204,train,1.9509868543287294,0.0,0.6068504377914766,0.19574017065748958,0.5374079011877736,0.18167608795798554,0.26845066379741045,0.10979919453846805,13,13,13
1233,train,2.110751415481698,0.0,0.6863814600511821,0.2294610281440098,0.42646457038979735,0.2749822124624679,0.3592739768557674,0.21439979139388166,1,2,2
1243,train,1.5871686595049437,0.0,0.5206686405123332,0.31905787522152695,0.396736228750408,0.3130292666273328,0.330440724618494,0.30571851203695993,26,26,27
1247,train,2.0309402470566305,0.0,0.6845436706921694,0.33612648538080786,0.5671966672451,0.2792400960447022,0.32602365522431437,0.24195545350085615,23,23,33
1249,train,1.9979886566444665,0.0,0.536348321757548,0.1600454948972727,0.46032403625294444,0.012609666106096354,0.05708146030977098,-0.02697190680240596,9,9,9
1273,train,2.397919225277814,9.468441683867668e-05,0.6778530091103582,0.18052897654545771,0.530921373638473,0.263859767023574,0.300217640906534,0.23548158761402224,3,3,29
1274,train,2.3928908857392233,0.0,0.6715495884870973,0.3013493788220059,0.48978169693339496,0.32953839029388604,0.2894366027661199,0.36416844188010994,17,29,29
1275,train,1.567686573016927,0.0,0.5316656598528796,0.06925211554741764,0.5044723347530796,0.06856055018501865,0.1342384568382974,0.020595597237455684,21,30,30
1278,train,2.1210023292039306,0.0,0.7126822761827922,0.29239075794190855,0.6348110431201278,0.19641517846037435,0.2573546471616362,0.1610202010969333,3,3,3
1288,validation,1.5347699428886172,0.0,0.5533627209834989,0.18448251335237623,0.5304516393565252,0.24024294720210917,0.28014577926651396,0.1994121856649481,2,24,25
1289,train,1.975601828997547,0.0,0.5843106531198247,0.3215929274507729,0.5119365501389003,0.12885851235160528,0.11697185773358099,0.1449763729839433,1,7,7
1306,train,1.9132460956250243,0.0,0.5466710954390898,0.24678239399732868,0.4801862716516843,0.3072125546072706,0.3194504001396357,0.2959273989394445,2,25,25
1309,train,1.6685687298449456,0.0,0.5669595635366832,0.20978233572192065,0.41575591711572074,0.18984197730364238,0.14631456518188365,0.2168783527198158,28,35,35
1323,train,1.5398119884021115,0.0,0.4048661481591511,0.06126787967358408,0.47610821167295997,-0.010229558456573898,-0.02123952378809448,-0.005129639138974906,7,7,34
1331,train,2.156999634524706,0.0,0.6116128490991718,0.3299409702378529,0.4794205076955045,0.39623480310275533,0.38883766690834104,0.4177020204283856,13,14,35
1339,train,1.7509090761076889,0.0,0.664043391101644,0.2816115578674989,0.5343795746446617,0.20858121213766567,0.23544392695403005,0.1839351635074098,21,26,31
1345,train,1.8907292800776327,0.0,0.6224228089055384,0.13823406293249405,0.46361168856570895,0.13324325333925377,0.20708601831114934,0.07177191798150671,8,8,17
1346,train,1.9909127498146741,1.8936883367735337e-05,0.6197607611801962,0.2645565518484833,0.4526999913043878,0.20048689902532998,0.12199562324380571,0.2569307936367689,8,17,18
1352,train,1.6623347626094371,0.0,0.5154028587263352,0.11384725086277585,0.53463491782326,0.15436913761204907,0.11385491684114525,0.18653150228677662,12,12,21
1361,train,2.4565344448516635,5.6810650103206016e-05,0.6455377869333255,0.21219437292606105,0.4161047131251674,0.36207039821675285,0.4130076159831051,0.3179744907755064,3,9,35
1362,train,2.256887125808456,0.0,0.650806497932329,0.11235226122225976,0.5929940441000853,0.16656907350815,0.23698164095343255,0.10305987311106879,7,8,29
1368,train,1.4725742005791866,0.0,0.5160074779202776,0.27478821595016906,0.41017406305768817,0.2712612057720288,0.17071528371807254,0.27836362828629513,35,35,35
1372,train,1.8726418193023417,3.7873766735470675e-05,0.6365777889033709,0.35898614787451716,0.4723577521676942,0.24218377850671893,0.25128244809411254,0.23621263366357495,32,32,32
1378,train,2.0627478645862944,0.0,0.7118209249360098,0.30376252836956125,0.519539078217744,0.36729684835803716,0.3152700910789622,0.41391558946135776,8,10,32
1381,train,2.045594314502979,0.0,0.6473419110747306,0.24967742953907643,0.6512144697219998,0.12856333758749772,0.12431407100642887,0.1366039558672096,15,24,26
1387,train,1.5171554669684315,0.0,0.4627787686133759,0.2522871641619149,0.3969701901624541,0.22325004569837437,0.08078145556418627,0.31821835252404734,7,7,7
1390,train,1.4257596263563526,0.0,0.4854856407541465,0.1818400590250692,0.43073765112958845,0.18837045063319455,0.17255093709991942,0.20089682714392512,9,15,30
1392,train,1.578336853573369,0.0,0.44928908090452796,0.10625831824518787,0.4509955609632197,0.17680261477883985,0.18340839941266238,0.16511827356581182,8,18,25
1393,train,1.7431532206738365,0.0,0.6629715913269892,0.2899062414504647,0.3921879869599249,0.3730507770740204,0.3340807619238249,0.3883550115295478,14,27,27
1395,train,1.9833350345149545,0.0,0.6579168017524336,0.23512446829060232,0.6008146659673256,0.1210565672207186,0.09901057743722552,0.13449681720223974,19,19,29
1396,train,1.977384945856992,0.0,0.5806379816461501,0.16049192884167515,0.5574861276736681,0.22707526347304155,0.1974266169276853,0.2476839642761194,11,15,15
1400,train,1.9302906616035513,0.0,0.589824486691688,0.16894992542793733,0.5087749339791515,0.13610113507698976,0.20194777130889166,0.09308300824059146,1,5,8
